Time(d),Al(SO4)+,Al(SO4)2-,Al+3,AlO+,AlO2-,AlO2H@,AlOH+2,AlHSiO3+2,AlSiO5-3,Ca(CO3)@,Ca(HCO3)+,Ca(SO4)@,Ca+2,CaOH+,Ca(HSiO3)+,CaSiO3@,Fe(CO3)@,Fe(HCO3)+,Fe(HSO4)+,Fe(SO4)@,Fe+2,FeOH+,Fe(HSO4)+2,Fe(SO4)+,Fe(SO4)2-,Fe+3,Fe2(OH)2+4,Fe3(OH)4+5,FeO+,FeO2-,FeO2H@,FeOH+2,FeHSiO3+2,K(SO4)-,K+,KOH@,Mg(CO3)@,Mg(HCO3)+,Mg+2,MgOH+,MgSO4@,Mg(HSiO3)+,MgSiO3@,Na(CO3)-,Na(HCO3)@,Na(SO4)-,Na+,NaOH@,HSiO3-,Si4O10-4,SiO2@,SiO3-2,CO2@,CO3-2,HCO3-,CH4@,H2@,N2@,O2@,S2O3-2,HSO3-,SO3-2,HSO4-,SO4-2,H2S@,HS-,S-2,OH-,H+,H2O@
0.86872,0,0,4.7848e-34,1.2261e-19,3.3491e-06,1.003e-12,1.5536e-26,8.7358e-33,5.1512e-11,5.413e-06,1.5546e-10,2.8564e-05,0.0030208,0.0018109,4.273e-08,2.8369e-05,1.6865e-33,0,0,5.5402e-34,6.4868e-32,7.5132e-29,0,0,0,0,0,0,3.3455e-18,2.0701e-08,2.4296e-12,2.9545e-27,5.6639e-34,6.6054e-05,0.076735,0.0014926,7.9931e-13,3.6981e-17,7.5554e-10,1.0275e-08,8.701e-12,2.2106e-14,9.2618e-11,1.2638e-18,8.7158e-23,1.5076e-17,2.4473e-14,9.1676e-16,2.2453e-06,4.8823e-19,1.5557e-09,1.6211e-06,2.4509e-15,6.7166e-06,9.9274e-09,0,0,0.0006129,2.2687e-07,0,0,0,2.0507e-15,0.0002992,0,0,0,0.083901,1.617e-13,0.99698
0.95559,0,0,6.5355e-34,1.6881e-19,4.6519e-06,1.3867e-12,2.1306e-26,1.1979e-32,7.2281e-11,5.4128e-06,1.548e-10,2.3018e-05,0.0029959,0.0018032,4.2543e-08,2.8366e-05,1.4931e-33,0,0,0,5.6959e-32,6.6235e-29,0,0,0,0,0,0,2.9889e-18,1.8659e-08,2.1799e-12,2.6293e-27,5.0399e-34,5.3922e-05,0.077045,0.0015051,6.7976e-13,3.1317e-17,6.3722e-10,8.7014e-09,5.9625e-12,1.8719e-14,7.8761e-11,1.212e-18,8.32e-23,1.1652e-17,2.3262e-14,8.7515e-16,2.2553e-06,4.9816e-19,1.5555e-09,1.6366e-06,2.4508e-15,6.7802e-06,9.9723e-09,0,0,0.00061286,2.3928e-07,0,0,0,1.66e-15,0.00024338,0,0,0,0.084276,1.6099e-13,0.99697
1.0512,0,0,8.2365e-34,2.1384e-19,5.9419e-06,1.7635e-12,2.6928e-26,1.5138e-32,9.3514e-11,5.4124e-06,1.5418e-10,1.9607e-05,0.0029765,0.001796,4.237e-08,2.8361e-05,1.3312e-33,0,0,0,5.0453e-32,5.8821e-29,0,0,0,0,0,0,2.6876e-18,1.6918e-08,1.9678e-12,2.3588e-27,4.521e-34,4.6517e-05,0.077375,0.0015174,6.027e-13,2.7657e-17,5.6077e-10,7.6847e-09,4.5042e-12,1.653e-14,6.9824e-11,1.1644e-18,7.9586e-23,9.5363e-18,2.2165e-14,8.3714e-16,2.2648e-06,5.1065e-19,1.5553e-09,1.6532e-06,2.4506e-15,6.841e-06,1.0015e-08,0,0,0.00061282,2.5147e-07,0,0,0,1.4203e-15,0.00020923,0,0,0,0.084634,1.6033e-13,0.99696
1.1563,0,0,9.8894e-34,2.5899e-19,7.2557e-06,2.1441e-12,3.2468e-26,1.8251e-32,1.1504e-10,5.412e-06,1.5358e-10,1.7212e-05,0.0029517,0.001789,4.2201e-08,2.8357e-05,1.1922e-33,0,0,0,4.4813e-32,5.2478e-29,0,0,0,0,0,0,2.4258e-18,1.5396e-08,1.783e-12,2.1196e-27,0,4.1357e-05,0.077726,0.0015301,5.4656e-13,2.4985e-17,5.0482e-10,6.9423e-09,3.5859e-12,1.4931e-14,6.3314e-11,1.1209e-18,7.6283e-23,8.0625e-18,2.1164e-14,8.024e-16,2.2743e-06,5.1841e-19,1.555e-09,1.6663e-06,2.4504e-15,6.9027e-06,1.0057e-08,0,0,0.00061277,2.6342e-07,0,0,0,1.2522e-15,0.00018533,0,0,0,0.08498,1.5969e-13,0.99695
1.2719,0,0,1.1584e-33,3.054e-19,8.626e-06,2.5379e-12,3.816e-26,2.1448e-32,1.3818e-10,5.4116e-06,1.5298e-10,1.5382e-05,0.0029304,0.0017821,4.2033e-08,2.8352e-05,1.0705e-33,0,0,0,3.9949e-32,4.6942e-29,0,0,0,0,0,0,2.1937e-18,1.4037e-08,1.6185e-12,1.9105e-27,0,3.7441e-05,0.07809,0.0015431,5.0232e-13,2.2875e-17,4.606e-10,6.3561e-09,2.9469e-12,1.3669e-14,5.8184e-11,1.0812e-18,7.3258e-23,6.953e-18,2.0247e-14,7.7059e-16,2.2839e-06,5.2908e-19,1.5547e-09,1.6816e-06,2.4502e-15,6.9653e-06,1.01e-08,0,0,0.00061271,2.7512e-07,0,0,0,1.124e-15,0.00016714,0,0,0,0.085333,1.5905e-13,0.99694
1.3991,0,0,1.3344e-33,3.5418e-19,1.0087e-05,2.9545e-12,4.4112e-26,2.4791e-32,1.633e-10,5.4112e-06,1.5238e-10,1.39e-05,0.0029091,0.0017751,4.1865e-08,2.8347e-05,9.6202e-34,0,0,0,3.5643e-32,4.2024e-29,0,0,0,0,0,0,1.9841e-18,1.2801e-08,1.4694e-12,1.7223e-27,0,3.428e-05,0.078466,0.0015565,4.6551e-13,2.1118e-17,4.2375e-10,5.8678e-09,2.467e-12,1.2618e-14,5.3916e-11,1.0449e-18,7.0485e-23,6.0686e-18,1.9406e-14,7.4143e-16,2.2936e-06,5.4021e-19,1.5544e-09,1.6972e-06,2.4499e-15,7.0293e-06,1.0143e-08,0,0,0.00061266,2.8657e-07,0,0,0,1.0202e-15,0.00015244,0,0,0,0.08569,1.584e-13,0.99692
1.539,0,0,1.5218e-33,4.0663e-19,1.1678e-05,3.4053e-12,5.048e-26,2.8367e-32,1.911e-10,5.4107e-06,1.5178e-10,1.2644e-05,0.0028878,0.0017681,4.1695e-08,2.8342e-05,8.6387e-34,0,0,0,3.1773e-32,3.759e-29,0,0,0,0,0,0,1.7918e-18,1.1658e-08,1.3322e-12,1.5504e-27,0,3.1602e-05,0.078854,0.0015702,4.3355e-13,1.9592e-17,3.9177e-10,5.4438e-09,2.09e-12,1.1705e-14,5.021e-11,1.0117e-18,6.7938e-23,5.3446e-18,1.8633e-14,7.1465e-16,2.3034e-06,5.5175e-19,1.5541e-09,1.7133e-06,2.4497e-15,7.0951e-06,1.0187e-08,0,0,0.0006126,2.9775e-07,0,0,0,9.3213e-16,0.00013997,0,0,0,0.086054,1.5775e-13,0.99691
1.6929,0,0,1.7261e-33,4.6434e-19,1.3449e-05,3.9038e-12,5.7455e-26,3.2283e-32,2.225e-10,5.4102e-06,1.5117e-10,1.1543e-05,0.0028665,0.0017611,4.1524e-08,2.8337e-05,7.739e-34,0,0,0,2.8255e-32,3.3544e-29,0,0,0,0,0,0,1.6135e-18,1.0587e-08,1.2043e-12,1.3914e-27,0,2.9244e-05,0.079251,0.0015843,4.0488e-13,1.8224e-17,3.6316e-10,5.0639e-09,1.7819e-12,1.0887e-14,4.6885e-11,9.8129e-19,6.5595e-23,4.7329e-18,1.792e-14,6.9002e-16,2.3135e-06,5.6379e-19,1.5538e-09,1.7298e-06,2.4494e-15,7.1623e-06,1.0232e-08,0,0,0.00061254,3.0868e-07,0,0,0,8.5483e-16,0.00012901,0,0,0,0.086424,1.571e-13,0.9969
1.8622,0,0,1.9546e-33,5.2938e-19,1.5464e-05,4.4681e-12,6.5288e-26,3.668e-32,2.5866e-10,5.4097e-06,1.5056e-10,1.0549e-05,0.0028453,0.001754,4.1353e-08,2.8332e-05,6.9043e-34,0,0,0,2.5023e-32,2.9809e-29,0,0,0,0,0,0,1.446e-18,9.5692e-09,1.0836e-12,1.243e-27,0,2.7093e-05,0.079654,0.0015986,3.784e-13,1.6966e-17,3.369e-10,4.7143e-09,1.5222e-12,1.0134e-14,4.3815e-11,9.5333e-19,6.3435e-23,4.2026e-18,1.7262e-14,6.673e-16,2.3236e-06,5.7615e-19,1.5535e-09,1.7465e-06,2.4492e-15,7.2305e-06,1.0277e-08,0,0,0.00061248,3.1932e-07,0,0,0,7.848e-16,0.00011904,0,0,0,0.086797,1.5644e-13,0.99688
2.0484,0,0,2.2189e-33,6.0504e-19,1.7826e-05,5.1268e-12,7.4374e-26,4.178e-32,3.0148e-10,5.4092e-06,1.4995e-10,9.6245e-06,0.0028242,0.001747,4.1183e-08,2.8326e-05,6.1174e-34,0,0,0,2.2008e-32,2.6308e-29,0,0,0,0,0,0,1.2865e-18,8.5864e-09,9.6783e-13,1.1022e-27,0,2.5059e-05,0.08006,0.0016131,3.5321e-13,1.5774e-17,3.1215e-10,4.3832e-09,1.2964e-12,9.4214e-15,4.0894e-11,9.2758e-19,6.1438e-23,3.7311e-18,1.6653e-14,6.463e-16,2.3338e-06,5.8886e-19,1.5532e-09,1.7634e-06,2.4489e-15,7.2997e-06,1.0323e-08,0,0,0.00061242,3.2971e-07,0,0,0,7.193e-16,0.00010965,0,0,0,0.087173,1.5579e-13,0.99687
2.2532,0,0,2.3775e-33,6.5257e-19,1.9388e-05,5.5509e-12,7.996e-26,4.4913e-32,3.3154e-10,5.4087e-06,1.4936e-10,9.1275e-06,0.0028037,0.0017401,4.1016e-08,2.8321e-05,5.6747e-34,0,0,0,2.0268e-32,2.431e-29,0,0,0,0,0,0,1.1979e-18,8.0625e-09,9.0465e-13,1.023e-27,0,2.4091e-05,0.080472,0.0016276,3.3941e-13,1.5099e-17,2.9777e-10,4.1957e-09,1.1815e-12,9.0173e-15,3.9292e-11,9.0324e-19,5.9554e-23,3.4458e-18,1.608e-14,6.2649e-16,2.344e-06,6.0178e-19,1.5529e-09,1.7803e-06,2.4486e-15,7.3688e-06,1.0368e-08,0,0,0.00061235,3.3985e-07,0,0,0,6.8525e-16,0.00010499,0,0,0,0.087545,1.5515e-13,0.99686
2.4786,0,0,2.3529e-33,6.5003e-19,1.9476e-05,5.5506e-12,7.9398e-26,4.4593e-32,3.3691e-10,5.4082e-06,1.4877e-10,9.1275e-06,0.0027834,0.0017332,4.0849e-08,2.8315e-05,5.633e-34,0,0,0,1.9974e-32,2.4039e-29,0,0,0,0,0,0,1.1932e-18,8.099e-09,9.046e-13,1.0157e-27,0,2.4424e-05,0.080897,0.0016425,3.3937e-13,1.5039e-17,2.9559e-10,4.1791e-09,1.1815e-12,8.9807e-15,3.9284e-11,8.8011e-19,5.7764e-23,3.3579e-18,1.5537e-14,6.0767e-16,2.3542e-06,6.1558e-19,1.5526e-09,1.7975e-06,2.4484e-15,7.439e-06,1.0414e-08,0,0,0.00061229,3.499e-07,0,0,0,6.8837e-16,0.000106,0,0,0,0.08792,1.5451e-13,0.99684
2.7264,0,0,2.3279e-33,6.4743e-19,1.9567e-05,5.5503e-12,7.8825e-26,4.4266e-32,3.4227e-10,5.4076e-06,1.4817e-10,9.1273e-06,0.0027628,0.0017262,4.0679e-08,2.831e-05,5.5928e-34,0,0,0,1.9687e-32,2.3773e-29,0,0,0,0,0,0,1.1884e-18,8.1368e-09,9.0455e-13,1.0085e-27,0,2.4772e-05,0.081334,0.0016579,3.3933e-13,1.4978e-17,2.9337e-10,4.1622e-09,1.1815e-12,8.9432e-15,3.9276e-11,8.5884e-19,5.6103e-23,3.2771e-18,1.5031e-14,5.9021e-16,2.3648e-06,6.293e-19,1.5522e-09,1.8148e-06,2.4481e-15,7.5119e-06,1.0461e-08,0,0,0.00061222,3.5996e-07,0,0,0,6.9159e-16,0.00010705,0,0,0,0.088306,1.5386e-13,0.99683
3,0,0,2.3031e-33,6.4483e-19,1.9658e-05,5.55e-12,7.8257e-26,4.3942e-32,3.4769e-10,5.407e-06,1.4756e-10,9.1273e-06,0.0027423,0.0017192,4.051e-08,2.8304e-05,5.5548e-34,0,0,0,1.9409e-32,2.3518e-29,0,0,0,0,0,0,1.1837e-18,8.1748e-09,9.045e-13,1.0012e-27,0,2.5124e-05,0.081774,0.0016734,3.393e-13,1.4917e-17,2.9116e-10,4.1453e-09,1.1815e-12,8.9059e-15,3.9268e-11,8.391e-19,5.4556e-23,3.2021e-18,1.4558e-14,5.7394e-16,2.3754e-06,6.4374e-19,1.5519e-09,1.8337e-06,2.4478e-15,7.5859e-06,1.0508e-08,0,0,0.00061215,3.6976e-07,0,0,0,6.9484e-16,0.00010812,0,0,0,0.088695,1.532e-13,0.99681
3.3,0,0,2.2791e-33,6.423e-19,1.9748e-05,5.5497e-12,7.7703e-26,4.3626e-32,3.5342e-10,5.4064e-06,1.4697e-10,9.1272e-06,0.0027224,0.0017123,4.0344e-08,2.8298e-05,5.519e-34,0,0,0,1.9145e-32,2.3276e-29,0,0,0,0,0,0,1.179e-18,8.2123e-09,9.0445e-13,9.9414e-28,0,2.5475e-05,0.082206,0.0016888,3.3926e-13,1.4857e-17,2.8901e-10,4.1287e-09,1.1815e-12,8.8694e-15,3.9259e-11,8.2083e-19,5.3122e-23,3.1327e-18,1.4121e-14,5.5886e-16,2.3858e-06,6.5829e-19,1.5515e-09,1.8516e-06,2.4475e-15,7.659e-06,1.0555e-08,0,0,0.00061208,3.7934e-07,0,0,0,6.9803e-16,0.00010917,0,0,0,0.089078,1.5257e-13,0.9968
3.63,0,0,2.2555e-33,6.3979e-19,1.9838e-05,5.5494e-12,7.7156e-26,4.3314e-32,3.5915e-10,5.4059e-06,1.4639e-10,9.1272e-06,0.0027027,0.0017056,4.018e-08,2.8292e-05,5.4852e-34,0,0,0,1.8892e-32,2.3044e-29,0,0,0,0,0,0,1.1744e-18,8.2498e-09,9.044e-13,9.8717e-28,0,2.5828e-05,0.082638,0.0017042,3.3922e-13,1.4798e-17,2.8689e-10,4.1124e-09,1.1815e-12,8.8332e-15,3.9251e-11,8.0387e-19,5.1786e-23,3.0683e-18,1.3712e-14,5.4481e-16,2.3963e-06,6.7302e-19,1.5512e-09,1.8697e-06,2.4472e-15,7.7326e-06,1.0601e-08,0,0,0.00061202,3.8864e-07,0,0,0,7.0123e-16,0.00011023,0,0,0,0.089461,1.5194e-13,0.99678
3.993,0,0,2.2323e-33,6.3732e-19,1.9928e-05,5.5491e-12,7.6619e-26,4.3008e-32,3.6471e-10,5.4053e-06,1.4581e-10,9.1271e-06,0.0026833,0.0016989,4.0018e-08,2.8287e-05,0,0,0,0,1.8648e-32,2.2823e-29,0,0,0,0,0,0,1.1699e-18,8.2869e-09,9.0436e-13,9.8027e-28,0,2.6182e-05,0.083066,0.0017195,3.3918e-13,1.474e-17,2.8481e-10,4.0962e-09,1.1814e-12,8.7976e-15,3.9243e-11,7.881e-19,5.0539e-23,3.0084e-18,1.3331e-14,5.317e-16,2.4067e-06,6.8887e-19,1.5509e-09,1.8877e-06,2.4469e-15,7.8058e-06,1.0648e-08,0,0,0.00061195,3.9771e-07,0,0,0,7.044e-16,0.00011129,0,0,0,0.089841,1.5131e-13,0.99677
4.3923,0,0,2.2097e-33,6.3489e-19,2.0016e-05,5.5488e-12,7.6092e-26,4.2707e-32,3.7058e-10,5.4048e-06,1.4525e-10,9.127e-06,0.0026644,0.0016923,3.9859e-08,2.8281e-05,0,0,0,0,1.8415e-32,2.2611e-29,0,0,0,0,0,0,1.1654e-18,8.3237e-09,9.0431e-13,9.736e-28,0,2.6535e-05,0.08349,0.0017348,3.3915e-13,1.4683e-17,2.8277e-10,4.0804e-09,1.1814e-12,8.7626e-15,3.9235e-11,7.734e-19,4.9374e-23,2.9525e-18,1.2975e-14,5.1945e-16,2.417e-06,7.037e-19,1.5505e-09,1.9056e-06,2.4466e-15,7.8789e-06,1.0694e-08,0,0,0.00061188,4.0652e-07,0,0,0,7.0755e-16,0.00011234,0,0,0,0.090218,1.507e-13,0.99676
4.8315,0,0,2.188e-33,6.325e-19,2.0104e-05,5.5485e-12,7.5578e-26,4.2414e-32,3.7637e-10,5.4042e-06,1.4469e-10,9.1273e-06,0.0026458,0.0016859,3.9703e-08,2.8275e-05,0,0,0,0,1.8191e-32,2.2408e-29,0,0,0,0,0,0,1.161e-18,8.3602e-09,9.0426e-13,9.6697e-28,0,2.6889e-05,0.083909,0.00175,3.3911e-13,1.4626e-17,2.8077e-10,4.0648e-09,1.1815e-12,8.7282e-15,3.9227e-11,7.5969e-19,4.8284e-23,2.9006e-18,1.2642e-14,5.08e-16,2.4271e-06,7.1805e-19,1.5502e-09,1.9235e-06,2.4463e-15,7.9516e-06,1.0739e-08,0,0,0.00061181,4.1509e-07,0,0,0,7.1067e-16,0.00011339,0,0,0,0.090591,1.501e-13,0.99674
5.3147,0,0,2.1662e-33,6.3016e-19,2.0191e-05,5.5482e-12,7.5074e-26,4.2127e-32,3.8173e-10,5.4037e-06,1.4415e-10,9.1269e-06,0.0026277,0.0016796,3.955e-08,2.827e-05,0,0,0,0,1.7977e-32,2.2213e-29,0,0,0,0,0,0,1.1568e-18,8.3963e-09,9.0421e-13,9.6051e-28,0,2.724e-05,0.084322,0.001765,3.3907e-13,1.4571e-17,2.7882e-10,4.0496e-09,1.1814e-12,8.6945e-15,3.9219e-11,7.4687e-19,4.7263e-23,2.8518e-18,1.2329e-14,4.9726e-16,2.4372e-06,7.3343e-19,1.5499e-09,1.9412e-06,2.4461e-15,8.0237e-06,1.0784e-08,0,0,0.00061175,4.2343e-07,0,0,0,7.1374e-16,0.00011443,0,0,0,0.090959,1.4951e-13,0.99673
5.8461,0,0,2.1453e-33,6.2787e-19,2.0276e-05,5.5479e-12,7.4583e-26,4.1847e-32,3.8739e-10,5.4031e-06,1.4362e-10,9.1268e-06,0.00261,0.0016734,3.94e-08,2.8264e-05,0,0,0,0,1.7771e-32,2.2027e-29,0,0,0,0,0,0,1.1526e-18,8.4319e-09,9.0416e-13,9.5423e-28,0,2.7589e-05,0.08473,0.0017799,3.3904e-13,1.4517e-17,2.7692e-10,4.0346e-09,1.1814e-12,8.6616e-15,3.9211e-11,7.3488e-19,4.6306e-23,2.8063e-18,1.2036e-14,4.8719e-16,2.4471e-06,7.4877e-19,1.5496e-09,1.9588e-06,2.4458e-15,8.0954e-06,1.0828e-08,0,0,0.00061168,4.3154e-07,0,0,0,7.1678e-16,0.00011546,0,0,0,0.091322,1.4894e-13,0.99671
6.4308,0,0,2.125e-33,6.2563e-19,2.0361e-05,5.5476e-12,7.4105e-26,4.1574e-32,3.9305e-10,5.4026e-06,1.431e-10,9.1268e-06,0.0025928,0.0016673,3.9254e-08,2.8259e-05,0,0,0,0,1.7573e-32,2.1849e-29,0,0,0,0,0,0,1.1484e-18,8.467e-09,9.0412e-13,9.4809e-28,0,2.7937e-05,0.085131,0.0017946,3.39e-13,1.4465e-17,2.7506e-10,4.02e-09,1.1814e-12,8.6293e-15,3.9203e-11,7.2364e-19,4.5407e-23,2.7636e-18,1.1761e-14,4.7774e-16,2.4569e-06,7.6409e-19,1.5493e-09,1.9763e-06,2.4455e-15,8.1662e-06,1.0872e-08,0,0,0.00061162,4.3943e-07,0,0,0,7.1978e-16,0.00011649,0,0,0,0.09168,1.4838e-13,0.9967
7,0,0,2.1101e-33,6.2397e-19,2.0424e-05,5.5474e-12,7.3752e-26,4.1372e-32,3.9726e-10,5.4022e-06,1.4271e-10,9.1267e-06,0.0025801,0.0016629,3.9145e-08,2.8255e-05,0,0,0,0,1.7411e-32,2.1696e-29,0,0,0,0,0,0,1.1454e-18,8.4931e-09,9.0408e-13,9.4358e-28,0,2.8197e-05,0.085429,0.0018056,3.3898e-13,1.4426e-17,2.7369e-10,4.0092e-09,1.1814e-12,8.6054e-15,3.9198e-11,7.1394e-19,4.4658e-23,2.7267e-18,1.1537e-14,4.6987e-16,2.4642e-06,7.7568e-19,1.549e-09,1.9893e-06,2.4453e-15,8.2193e-06,1.0904e-08,0,0,0.00061157,4.471e-07,0,0,0,7.2201e-16,0.00011725,0,0,0,0.091946,1.4796e-13,0.99669
7.7,0,0,2.0883e-33,6.2155e-19,2.0516e-05,5.5471e-12,7.3236e-26,4.1078e-32,4.0364e-10,5.4018e-06,1.4216e-10,9.1267e-06,0.0025615,0.0016563,3.8987e-08,2.8249e-05,0,0,0,0,1.7223e-32,2.1533e-29,0,0,0,0,0,0,1.141e-18,8.5317e-09,9.0404e-13,9.3699e-28,0,2.8584e-05,0.085869,0.0018218,3.3895e-13,1.4369e-17,2.717e-10,3.9935e-09,1.1814e-12,8.5709e-15,3.9189e-11,7.0432e-19,4.3857e-23,2.6903e-18,1.1286e-14,4.6143e-16,2.4749e-06,7.9333e-19,1.5487e-09,2.0086e-06,2.4451e-15,8.2977e-06,1.0953e-08,0,0,0.0006115,4.5367e-07,0,0,0,7.2533e-16,0.00011839,0,0,0,0.092339,1.4735e-13,0.99668
8.47,0,0,2.0696e-33,6.1946e-19,2.0597e-05,5.5468e-12,7.2793e-26,4.0826e-32,4.0905e-10,5.4011e-06,1.4166e-10,9.1266e-06,0.0025456,0.0016507,3.885e-08,2.8244e-05,0,0,0,0,1.7047e-32,2.1374e-29,0,0,0,0,0,0,1.1371e-18,8.5651e-09,9.0399e-13,9.3129e-28,0,2.8922e-05,0.08625,0.001836,3.389e-13,1.4319e-17,2.6998e-10,3.9798e-09,1.1813e-12,8.5404e-15,3.9182e-11,6.9494e-19,4.31e-23,2.6546e-18,1.1055e-14,4.5348e-16,2.4842e-06,8.0779e-19,1.5484e-09,2.0255e-06,2.4448e-15,8.3662e-06,1.0994e-08,0,0,0.00061144,4.6094e-07,0,0,0,7.2815e-16,0.00011937,0,0,0,0.09268,1.4683e-13,0.99666
9.317,0,0,2.0516e-33,6.1743e-19,2.0676e-05,5.5466e-12,7.2363e-26,4.0581e-32,4.1459e-10,5.4006e-06,1.4119e-10,9.1265e-06,0.0025301,0.0016452,3.8717e-08,2.8239e-05,0,0,0,0,1.6879e-32,2.1223e-29,0,0,0,0,0,0,1.1334e-18,8.5979e-09,9.0394e-13,9.2581e-28,0,2.9256e-05,0.086623,0.0018499,3.3887e-13,1.4271e-17,2.6832e-10,3.9665e-09,1.1813e-12,8.5111e-15,3.9175e-11,6.861e-19,4.2387e-23,2.6211e-18,1.0837e-14,4.4599e-16,2.4934e-06,8.236e-19,1.5481e-09,2.0421e-06,2.4445e-15,8.4337e-06,1.1035e-08,0,0,0.00061138,4.6801e-07,0,0,0,7.3095e-16,0.00012035,0,0,0,0.093015,1.4631e-13,0.99665
10.249,0,0,2.0342e-33,6.1544e-19,2.0753e-05,5.5463e-12,7.1946e-26,4.0343e-32,4.2003e-10,5.4002e-06,1.4073e-10,9.1265e-06,0.0025151,0.0016398,3.8588e-08,2.8234e-05,0,0,0,0,1.6718e-32,2.1077e-29,0,0,0,0,0,0,1.1297e-18,8.6301e-09,9.039e-13,9.2047e-28,0,2.9587e-05,0.086989,0.0018635,3.3884e-13,1.4225e-17,2.667e-10,3.9536e-09,1.1813e-12,8.4826e-15,3.9168e-11,6.7778e-19,4.1715e-23,2.5895e-18,1.0631e-14,4.3892e-16,2.5023e-06,8.388e-19,1.5478e-09,2.0584e-06,2.4443e-15,8.5001e-06,1.1075e-08,0,0,0.00061133,4.7486e-07,0,0,0,7.3371e-16,0.00012131,0,0,0,0.093342,1.4582e-13,0.99664
11.274,0,0,2.0173e-33,6.1352e-19,2.0829e-05,5.546e-12,7.154e-26,4.0112e-32,4.2538e-10,5.3997e-06,1.4028e-10,9.1264e-06,0.0025005,0.0016346,3.8462e-08,2.823e-05,0,0,0,0,1.6563e-32,2.0938e-29,0,0,0,0,0,0,1.1262e-18,8.6617e-09,9.0386e-13,9.1529e-28,0,2.9912e-05,0.087347,0.001877,3.3881e-13,1.4179e-17,2.6513e-10,3.941e-09,1.1813e-12,8.4548e-15,3.9161e-11,6.6993e-19,4.108e-23,2.5598e-18,1.0437e-14,4.3224e-16,2.5111e-06,8.5386e-19,1.5475e-09,2.0745e-06,2.444e-15,8.5656e-06,1.1114e-08,0,0,0.00061127,4.8152e-07,0,0,0,7.364e-16,0.00012225,0,0,0,0.093664,1.4533e-13,0.99663
12.401,0,0,2.0009e-33,6.1164e-19,2.0903e-05,5.5458e-12,7.1147e-26,3.9888e-32,4.3071e-10,5.3992e-06,1.3984e-10,9.1264e-06,0.0024864,0.0016296,3.8339e-08,2.8225e-05,0,0,0,0,1.6414e-32,2.0804e-29,0,0,0,0,0,0,1.1228e-18,8.6925e-09,9.0381e-13,9.1026e-28,0,3.0233e-05,0.087697,0.0018902,3.3878e-13,1.4135e-17,2.6361e-10,3.9288e-09,1.1813e-12,8.4278e-15,3.9154e-11,6.6252e-19,4.0479e-23,2.5316e-18,1.0253e-14,4.2593e-16,2.5197e-06,8.6893e-19,1.5472e-09,2.0904e-06,2.4438e-15,8.6298e-06,1.1152e-08,0,0,0.00061121,4.8798e-07,0,0,0,7.3904e-16,0.00012318,0,0,0,0.093978,1.4486e-13,0.99662
14,0,0,1.9758e-33,6.0874e-19,2.1019e-05,5.5454e-12,7.0542e-26,3.9543e-32,4.3908e-10,5.3985e-06,1.3917e-10,9.1263e-06,0.0024646,0.0016218,3.815e-08,2.8218e-05,0,0,0,0,1.6219e-32,2.0639e-29,0,0,0,0,0,0,1.1174e-18,8.7407e-09,9.0375e-13,9.0253e-28,0,3.0738e-05,0.088242,0.0019108,3.3873e-13,1.4067e-17,2.6127e-10,3.9099e-09,1.1812e-12,8.3861e-15,3.9144e-11,6.5416e-19,3.9745e-23,2.5e-18,1.0021e-14,4.1822e-16,2.5331e-06,8.9273e-19,1.5468e-09,2.1152e-06,2.4434e-15,8.7305e-06,1.1212e-08,0,0,0.00061113,4.9423e-07,0,0,0,7.4315e-16,0.00012464,0,0,0,0.094467,1.4413e-13,0.9966
15.4,0,0,1.9655e-33,6.0755e-19,2.1067e-05,5.5452e-12,7.0292e-26,3.9401e-32,4.4273e-10,5.3982e-06,1.3889e-10,9.1262e-06,0.0024556,0.0016185,3.8071e-08,2.8214e-05,0,0,0,0,1.6095e-32,2.0516e-29,0,0,0,0,0,0,1.1152e-18,8.7607e-09,9.0372e-13,8.9931e-28,0,3.095e-05,0.088469,0.0019194,3.3871e-13,1.4039e-17,2.603e-10,3.9021e-09,1.1812e-12,8.3689e-15,3.9139e-11,6.4699e-19,3.9218e-23,2.4727e-18,9.8685e-15,4.1267e-16,2.5387e-06,9.0309e-19,1.5466e-09,2.1255e-06,2.4433e-15,8.7726e-06,1.1237e-08,0,0,0.00061109,5.0212e-07,0,0,0,7.4486e-16,0.00012525,0,0,0,0.094672,1.4383e-13,0.99659
16.94,0,0,1.9509e-33,6.0584e-19,2.1136e-05,5.545e-12,6.9938e-26,3.9199e-32,4.4767e-10,5.3978e-06,1.385e-10,9.1262e-06,0.0024429,0.0016139,3.796e-08,2.821e-05,0,0,0,0,1.5965e-32,2.0399e-29,0,0,0,0,0,0,1.1121e-18,8.7894e-09,9.0369e-13,8.948e-28,0,3.1254e-05,0.088792,0.0019317,3.3868e-13,1.3999e-17,2.5893e-10,3.891e-09,1.1812e-12,8.3443e-15,3.9133e-11,6.4082e-19,3.8716e-23,2.4493e-18,9.7153e-15,4.074e-16,2.5466e-06,9.1749e-19,1.5464e-09,2.1404e-06,2.443e-15,8.8331e-06,1.1272e-08,0,0,0.00061104,5.0797e-07,0,0,0,7.4731e-16,0.00012612,0,0,0,0.094963,1.434e-13,0.99658
