Time(d),Al,C,Ca,Fe,H,K,Mg,Na,Nit,O,S,Si,Zz,Ca/Si
318,0,0,0.55096,0,1.9595,0.0055046,0,1.9996e-09,0,2.2147,0,0.3406,0,1.6176
320,0,0,0.55103,0,1.9598,0.0055058,0,1.9996e-09,0,2.215,0,0.34065,0,1.6176
322,0,0,0.5511,0,1.96,0.0055069,0,1.9996e-09,0,2.2152,0,0.34069,0,1.6176
324,0,0,0.55117,0,1.9603,0.0055081,0,1.9996e-09,0,2.2155,0,0.34073,0,1.6176
326,0,0,0.55124,0,1.9605,0.0055093,0,1.9996e-09,0,2.2158,0,0.34078,0,1.6176
328,0,0,0.55131,0,1.9608,0.0055105,0,1.9996e-09,0,2.2161,0,0.34082,0,1.6176
330,0,0,0.55138,0,1.961,0.0055116,0,1.9996e-09,0,2.2164,0,0.34086,0,1.6176
332,0,0,0.55145,0,1.9612,0.0055128,0,1.9996e-09,0,2.2166,0,0.3409,0,1.6176
334,0,0,0.55152,0,1.9615,0.0055139,0,1.9996e-09,0,2.2169,0,0.34094,0,1.6176
336,0,0,0.55158,0,1.9617,0.005515,0,1.9996e-09,0,2.2172,0,0.34099,0,1.6176
338,0,0,0.55165,0,1.962,0.005516,0,1.9996e-09,0,2.2174,0,0.34103,0,1.6176
340,0,0,0.55171,0,1.9622,0.0055172,0,1.9996e-09,0,2.2177,0,0.34107,0,1.6176
342,0,0,0.55178,0,1.9624,0.0055183,0,1.9996e-09,0,2.218,0,0.34111,0,1.6176
344,0,0,0.55184,0,1.9627,0.0055194,0,1.9996e-09,0,2.2182,0,0.34115,0,1.6176
346,0,0,0.55191,0,1.9629,0.0055205,0,1.9996e-09,0,2.2185,0,0.34119,0,1.6176
348,0,0,0.55197,0,1.9631,0.0055216,0,1.9996e-09,0,2.2187,0,0.34123,0,1.6176
350,0,0,0.55203,0,1.9633,0.0055227,0,1.9996e-09,0,2.219,0,0.34127,0,1.6176
352,0,0,0.5521,0,1.9636,0.0055237,0,1.9996e-09,0,2.2192,0,0.34131,0,1.6176
354,0,0,0.55216,0,1.9638,0.0055248,0,1.9996e-09,0,2.2195,0,0.34134,0,1.6176
356,0,0,0.55222,0,1.964,0.0055258,0,1.9996e-09,0,2.2197,0,0.34138,0,1.6176
358,0,0,0.55228,0,1.9642,0.0055269,0,1.9996e-09,0,2.22,0,0.34142,0,1.6176
360,0,0,0.55234,0,1.9644,0.0055278,0,1.9996e-09,0,2.2202,0,0.34146,0,1.6176
362,0,0,0.5524,0,1.9647,0.0055289,0,1.9996e-09,0,2.2205,0,0.3415,0,1.6176
364,0,0,0.55246,0,1.9649,0.0055299,0,1.9996e-09,0,2.2207,0,0.34153,0,1.6176
366,0,0,0.55252,0,1.9651,0.0055309,0,1.9996e-09,0,2.221,0,0.34157,0,1.6176
368,0,0,0.55258,0,1.9653,0.005532,0,1.9996e-09,0,2.2212,0,0.34161,0,1.6176
370,0,0,0.55264,0,1.9655,0.0055329,0,1.9996e-09,0,2.2214,0,0.34164,0,1.6176
372,0,0,0.5527,0,1.9657,0.0055339,0,1.9996e-09,0,2.2217,0,0.34168,0,1.6176
374,0,0,0.55276,0,1.9659,0.0055349,0,1.9996e-09,0,2.2219,0,0.34172,0,1.6176
376,0,0,0.55281,0,1.9661,0.0055359,0,1.9996e-09,0,2.2221,0,0.34175,0,1.6176
378,0,0,0.55287,0,1.9663,0.0055369,0,1.9996e-09,0,2.2224,0,0.34179,0,1.6176
380,0,0,0.55293,0,1.9665,0.0055378,0,1.9996e-09,0,2.2226,0,0.34182,0,1.6176
382,0,0,0.55298,0,1.9667,0.0055388,0,1.9996e-09,0,2.2228,0,0.34186,0,1.6176
384,0,0,0.55304,0,1.9669,0.0055397,0,1.9996e-09,0,2.2231,0,0.34189,0,1.6176
386,0,0,0.5531,0,1.9671,0.0055407,0,1.9996e-09,0,2.2233,0,0.34193,0,1.6176
388,0,0,0.55315,0,1.9673,0.0055416,0,1.9996e-09,0,2.2235,0,0.34196,0,1.6176
390,0,0,0.55321,0,1.9675,0.0055425,0,1.9996e-09,0,2.2237,0,0.34199,0,1.6176
392,0,0,0.55326,0,1.9677,0.0055435,0,1.9996e-09,0,2.2239,0,0.34203,0,1.6176
394,0,0,0.55331,0,1.9679,0.0055444,0,1.9996e-09,0,2.2242,0,0.34206,0,1.6176
396,0,0,0.55337,0,1.9681,0.0055453,0,1.9996e-09,0,2.2244,0,0.34209,0,1.6176
398,0,0,0.55342,0,1.9683,0.0055462,0,1.9996e-09,0,2.2246,0,0.34213,0,1.6176
400,0,0,0.55347,0,1.9685,0.0055471,0,1.9996e-09,0,2.2248,0,0.34216,0,1.6176
402,0,0,0.55353,0,1.9687,0.005548,0,1.9996e-09,0,2.225,0,0.34219,0,1.6176
404,0,0,0.55358,0,1.9688,0.0055489,0,1.9996e-09,0,2.2252,0,0.34223,0,1.6176
406,0,0,0.55363,0,1.969,0.0055498,0,1.9996e-09,0,2.2254,0,0.34226,0,1.6176
408,0,0,0.55368,0,1.9692,0.0055507,0,1.9996e-09,0,2.2256,0,0.34229,0,1.6176
410,0,0,0.55373,0,1.9694,0.0055515,0,1.9996e-09,0,2.2259,0,0.34232,0,1.6176
412,0,0,0.55379,0,1.9696,0.0055524,0,1.9996e-09,0,2.2261,0,0.34235,0,1.6176
414,0,0,0.55384,0,1.9698,0.0055533,0,1.9996e-09,0,2.2263,0,0.34238,0,1.6176
416,0,0,0.55389,0,1.9699,0.0055541,0,1.9996e-09,0,2.2265,0,0.34242,0,1.6176
418,0,0,0.55394,0,1.9701,0.005555,0,1.9996e-09,0,2.2267,0,0.34245,0,1.6176
420,0,0,0.55399,0,1.9703,0.0055558,0,1.9996e-09,0,2.2269,0,0.34248,0,1.6176
422,0,0,0.55403,0,1.9705,0.0055567,0,1.9996e-09,0,2.2271,0,0.34251,0,1.6176
424,0,0,0.55408,0,1.9706,0.0055575,0,1.9996e-09,0,2.2273,0,0.34254,0,1.6176
426,0,0,0.55413,0,1.9708,0.0055583,0,1.9996e-09,0,2.2275,0,0.34257,0,1.6176
428,0,0,0.55418,0,1.971,0.0055592,0,1.9996e-09,0,2.2277,0,0.3426,0,1.6176
430,0,0,0.55423,0,1.9712,0.00556,0,1.9996e-09,0,2.2279,0,0.34263,0,1.6176
432,0,0,0.55428,0,1.9713,0.0055608,0,1.9996e-09,0,2.228,0,0.34266,0,1.6176
434,0,0,0.55432,0,1.9715,0.0055615,0,1.9996e-09,0,2.2282,0,0.34269,0,1.6176
436,0,0,0.55437,0,1.9717,0.0055624,0,1.9996e-09,0,2.2284,0,0.34272,0,1.6176
438,0,0,0.55442,0,1.9718,0.0055632,0,1.9996e-09,0,2.2286,0,0.34275,0,1.6176
440,0,0,0.55447,0,1.972,0.005564,0,1.9996e-09,0,2.2288,0,0.34278,0,1.6176
442,0,0,0.55451,0,1.9722,0.0055648,0,1.9996e-09,0,2.229,0,0.3428,0,1.6176
444,0,0,0.55456,0,1.9723,0.0055656,0,1.9996e-09,0,2.2292,0,0.34283,0,1.6176
446,0,0,0.5546,0,1.9725,0.0055664,0,1.9996e-09,0,2.2294,0,0.34286,0,1.6176
448,0,0,0.55465,0,1.9727,0.0055672,0,1.9996e-09,0,2.2295,0,0.34289,0,1.6176
450,0,0,0.5547,0,1.9728,0.0055679,0,1.9996e-09,0,2.2297,0,0.34292,0,1.6176
452,0,0,0.55474,0,1.973,0.0055687,0,1.9996e-09,0,2.2299,0,0.34295,0,1.6176
454,0,0,0.55479,0,1.9732,0.0055694,0,1.9996e-09,0,2.2301,0,0.34297,0,1.6176
456,0,0,0.55483,0,1.9733,0.0055702,0,1.9996e-09,0,2.2303,0,0.343,0,1.6176
458,0,0,0.55487,0,1.9735,0.005571,0,1.9996e-09,0,2.2305,0,0.34303,0,1.6176
460,0,0,0.55492,0,1.9736,0.0055717,0,1.9996e-09,0,2.2306,0,0.34306,0,1.6176
462,0,0,0.55496,0,1.9738,0.0055725,0,1.9996e-09,0,2.2308,0,0.34308,0,1.6176
464,0,0,0.55501,0,1.9739,0.0055733,0,1.9996e-09,0,2.231,0,0.34311,0,1.6176
466,0,0,0.55505,0,1.9741,0.005574,0,1.9996e-09,0,2.2312,0,0.34314,0,1.6176
468,0,0,0.55509,0,1.9742,0.0055746,0,1.9996e-09,0,2.2313,0,0.34316,0,1.6176
470,0,0,0.55513,0,1.9744,0.0055755,0,1.9996e-09,0,2.2315,0,0.34319,0,1.6176
472,0,0,0.55518,0,1.9745,0.0055762,0,1.9996e-09,0,2.2317,0,0.34322,0,1.6176
474,0,0,0.55522,0,1.9747,0.0055769,0,1.9996e-09,0,2.2318,0,0.34324,0,1.6176
476,0,0,0.55526,0,1.9749,0.0055776,0,1.9996e-09,0,2.232,0,0.34327,0,1.6176
478,0,0,0.5553,0,1.975,0.0055783,0,1.9996e-09,0,2.2322,0,0.3433,0,1.6176
480,0,0,0.55535,0,1.9751,0.0055791,0,1.9996e-09,0,2.2324,0,0.34332,0,1.6176
482,0,0,0.55539,0,1.9753,0.0055798,0,1.9996e-09,0,2.2325,0,0.34335,0,1.6176
484,0,0,0.55543,0,1.9754,0.0055805,0,1.9996e-09,0,2.2327,0,0.34337,0,1.6176
486,0,0,0.55547,0,1.9756,0.0055812,0,1.9996e-09,0,2.2329,0,0.3434,0,1.6176
488,0,0,0.55551,0,1.9757,0.0055819,0,1.9996e-09,0,2.233,0,0.34342,0,1.6176
490,0,0,0.55555,0,1.9759,0.0055826,0,1.9996e-09,0,2.2332,0,0.34345,0,1.6176
492,0,0,0.55559,0,1.976,0.0055833,0,1.9996e-09,0,2.2333,0,0.34347,0,1.6176
494,0,0,0.55563,0,1.9762,0.0055839,0,1.9996e-09,0,2.2335,0,0.3435,0,1.6176
496,0,0,0.55567,0,1.9763,0.0055846,0,1.9996e-09,0,2.2337,0,0.34352,0,1.6176
498,0,0,0.55571,0,1.9765,0.0055853,0,1.9996e-09,0,2.2338,0,0.34355,0,1.6176
500,0,0,0.55575,0,1.9766,0.005586,0,1.9996e-09,0,2.234,0,0.34357,0,1.6176
502,0,0,0.55579,0,1.9767,0.0055867,0,1.9996e-09,0,2.2341,0,0.3436,0,1.6176
504,0,0,0.55583,0,1.9769,0.0055873,0,1.9996e-09,0,2.2343,0,0.34362,0,1.6176
506,0,0,0.55587,0,1.977,0.0055881,0,1.9996e-09,0,2.2345,0,0.34365,0,1.6176
508,0,0,0.55591,0,1.9771,0.0055888,0,1.9996e-09,0,2.2346,0,0.34367,0,1.6176
510,0,0,0.55594,0,1.9773,0.0055893,0,1.9996e-09,0,2.2348,0,0.34369,0,1.6176
512,0,0,0.55598,0,1.9774,0.00559,0,1.9996e-09,0,2.2349,0,0.34372,0,1.6176
514,0,0,0.55602,0,1.9776,0.0055906,0,1.9996e-09,0,2.2351,0,0.34374,0,1.6176
516,0,0,0.55606,0,1.9777,0.0055913,0,1.9996e-09,0,2.2352,0,0.34376,0,1.6176
518,0,0,0.5561,0,1.9778,0.0055919,0,1.9996e-09,0,2.2354,0,0.34379,0,1.6176
520,0,0,0.55613,0,1.978,0.0055926,0,1.9996e-09,0,2.2355,0,0.34381,0,1.6176
522,0,0,0.55617,0,1.9781,0.0055932,0,1.9996e-09,0,2.2357,0,0.34383,0,1.6176
524,0,0,0.55621,0,1.9782,0.0055939,0,1.9996e-09,0,2.2358,0,0.34386,0,1.6176
526,0,0,0.55624,0,1.9784,0.0055945,0,1.9996e-09,0,2.236,0,0.34388,0,1.6176
528,0,0,0.55628,0,1.9785,0.0055951,0,1.9996e-09,0,2.2361,0,0.3439,0,1.6176
530,0,0,0.55632,0,1.9786,0.0055958,0,1.9996e-09,0,2.2363,0,0.34393,0,1.6176
532,0,0,0.55635,0,1.9788,0.0055964,0,1.9996e-09,0,2.2364,0,0.34395,0,1.6176
534,0,0,0.55639,0,1.9789,0.005597,0,1.9996e-09,0,2.2366,0,0.34397,0,1.6176
536,0,0,0.55643,0,1.979,0.0055976,0,1.9996e-09,0,2.2367,0,0.34399,0,1.6176
538,0,0,0.55646,0,1.9791,0.0055982,0,1.9996e-09,0,2.2369,0,0.34402,0,1.6176
540,0,0,0.5565,0,1.9793,0.0055989,0,1.9996e-09,0,2.237,0,0.34404,0,1.6176
542,0,0,0.55653,0,1.9794,0.0055995,0,1.9996e-09,0,2.2371,0,0.34406,0,1.6176
544,0,0,0.55657,0,1.9795,0.0056001,0,1.9996e-09,0,2.2373,0,0.34408,0,1.6175
546,0,0,0.5566,0,1.9796,0.0056007,0,1.9996e-09,0,2.2374,0,0.3441,0,1.6175
548,0,0,0.55664,0,1.9798,0.0056013,0,1.9996e-09,0,2.2376,0,0.34413,0,1.6175
550,0,0,0.55667,0,1.9799,0.0056019,0,1.9996e-09,0,2.2377,0,0.34415,0,1.6175
552,0,0,0.55671,0,1.98,0.0056025,0,1.9996e-09,0,2.2379,0,0.34417,0,1.6175
554,0,0,0.55674,0,1.9801,0.0056031,0,1.9996e-09,0,2.238,0,0.34419,0,1.6175
556,0,0,0.55678,0,1.9803,0.0056037,0,1.9996e-09,0,2.2381,0,0.34421,0,1.6175
558,0,0,0.55681,0,1.9804,0.0056043,0,1.9996e-09,0,2.2383,0,0.34423,0,1.6175
560,0,0,0.55685,0,1.9805,0.0056048,0,1.9996e-09,0,2.2384,0,0.34425,0,1.6175
562,0,0,0.55688,0,1.9806,0.0056054,0,1.9996e-09,0,2.2385,0,0.34427,0,1.6175
564,0,0,0.55691,0,1.9807,0.005606,0,1.9996e-09,0,2.2387,0,0.3443,0,1.6175
566,0,0,0.55695,0,1.9809,0.0056066,0,1.9996e-09,0,2.2388,0,0.34432,0,1.6175
568,0,0,0.55698,0,1.981,0.0056072,0,1.9996e-09,0,2.239,0,0.34434,0,1.6175
570,0,0,0.55701,0,1.9811,0.0056077,0,1.9996e-09,0,2.2391,0,0.34436,0,1.6175
572,0,0,0.55705,0,1.9812,0.0056083,0,1.9996e-09,0,2.2392,0,0.34438,0,1.6175
574,0,0,0.55708,0,1.9813,0.0056089,0,1.9996e-09,0,2.2394,0,0.3444,0,1.6175
576,0,0,0.55711,0,1.9815,0.0056094,0,1.9996e-09,0,2.2395,0,0.34442,0,1.6175
578,0,0,0.55714,0,1.9816,0.00561,0,1.9996e-09,0,2.2396,0,0.34444,0,1.6175
580,0,0,0.55718,0,1.9817,0.0056106,0,1.9996e-09,0,2.2397,0,0.34446,0,1.6175
582,0,0,0.55721,0,1.9818,0.0056111,0,1.9996e-09,0,2.2399,0,0.34448,0,1.6175
584,0,0,0.55724,0,1.9819,0.0056117,0,1.9996e-09,0,2.24,0,0.3445,0,1.6175
586,0,0,0.55727,0,1.982,0.0056122,0,1.9996e-09,0,2.2401,0,0.34452,0,1.6175
588,0,0,0.55731,0,1.9821,0.0056128,0,1.9996e-09,0,2.2403,0,0.34454,0,1.6175
590,0,0,0.55734,0,1.9823,0.0056133,0,1.9996e-09,0,2.2404,0,0.34456,0,1.6175
592,0,0,0.55737,0,1.9824,0.0056139,0,1.9996e-09,0,2.2405,0,0.34458,0,1.6175
594,0,0,0.5574,0,1.9825,0.0056144,0,1.9996e-09,0,2.2406,0,0.3446,0,1.6175
596,0,0,0.55743,0,1.9826,0.005615,0,1.9996e-09,0,2.2408,0,0.34462,0,1.6175
598,0,0,0.55746,0,1.9827,0.0056155,0,1.9996e-09,0,2.2409,0,0.34464,0,1.6175
600,0,0,0.55749,0,1.9828,0.005616,0,1.9996e-09,0,2.241,0,0.34466,0,1.6175
