Time(d),Void,H2O,C3S,C2S,C3A,C4AF,K2SO4,GYPSUM,HEMIANH,DOLOMITE,CH,CSH,AFM,AFMC,MONOSULPH,ETTR,BRUCITE,HYDROTALC,DAMAGE
0.001,0,0.58244,0.2771,0.067902,0.024039,0.027501,0,0.019252,0,0.0017291,0,0,0,0,0,0,3.5228e-05,5.7389e-09,0
0.0011,0,0.58246,0.2771,0.067895,0.024039,0.027501,0,0.019252,0,0.0017128,0,0,0,0,0,0,3.7002e-05,2.4848e-07,0
0.00121,0,0.58249,0.2771,0.067888,0.024038,0.027501,0,0.019252,0,0.001687,0,0,0,0,0,0,3.974e-05,3.4582e-06,0
0.001331,0,0.58254,0.27709,0.067881,0.024036,0.027501,0,0.019252,0,0.0016435,0,0,0,0,0,0,4.537e-05,8.7575e-06,0
0.0014641,0,0.58261,0.27708,0.067872,0.024033,0.027501,0,0.019253,0,0.0015824,0,0,0,0,0,0,5.4016e-05,1.5492e-05,0
0.0016105,0,0.5827,0.27706,0.067863,0.02403,0.027501,0,0.019253,0,0.0015036,0,0,0,0,0,0,6.5699e-05,2.3587e-05,0
0.0017716,0,0.58282,0.27703,0.067852,0.024026,0.0275,0,0.019253,0,0.001406,0,0,0,0,0,0,8.0627e-05,3.3093e-05,0
0.0019487,0,0.58295,0.277,0.067841,0.024022,0.0275,0,0.019254,0,0.0012877,0,0,0,0,0,0,9.9133e-05,4.4116e-05,0
0.0021436,0,0.58311,0.27696,0.067828,0.024017,0.0275,0,0.019254,0,0.0011463,0,0,0,0,0,0,0.00012165,5.6794e-05,0
0.002358,0,0.5833,0.27692,0.067815,0.024011,0.0275,0,0.019255,0,0.00097889,0,0,0,0,0,0,0.00014871,7.1297e-05,0
0.0025937,0,0.58353,0.27686,0.0678,0.024005,0.027499,0,0.019256,0,0.00078194,0,0,0,0,0,0,0.00018093,8.7822e-05,0
0.0028531,0,0.58379,0.2768,0.067783,0.023998,0.027499,0,0.019257,0,0.00055146,0,0,0,0,0,0,0.00021905,0.00010659,0
0.0031384,0,0.5841,0.27672,0.067765,0.02399,0.027498,0,0.019258,0,0.00028285,0,0,0,0,0,0,0.0002639,0.00012787,0
0.0034523,0,0.58439,0.27663,0.067745,0.02398,0.027497,0,0.019292,0,0,0,0,0,0,0,0,0.00031633,0.00015193,0
0.0037975,0,0.58408,0.27652,0.067723,0.02397,0.027497,0,0.019691,0,0,0,0,0,0,0,0,0.00034549,0.0001791,0
0.0041773,0,0.58382,0.27639,0.067698,0.023958,0.027496,0,0.019788,0,0,0,0.00029843,0,0,0,0,0.00040863,0.00020974,0
0.004595,0,0.5836,0.27625,0.067672,0.023945,0.027495,0,0.019795,0,0,0,0.00075263,0,0,0,0,0.00053363,0.00024426,0
0.0050545,0,0.58335,0.27608,0.067643,0.02393,0.027493,0,0.019803,0,0,0,0.0012758,0,0,0,0,0.00067815,0.00028311,0
0.0055599,0,0.58291,0.27588,0.06761,0.023913,0.027492,0,0.019791,0,0,0,0.0017157,0,0,0,0.0002532,0.00077129,0.00024794,0
0.0061159,0,0.58212,0.27565,0.067575,0.023894,0.02749,0,0.019563,0,0,0,0.0020556,0,0,0,0.0012071,0.00088675,0,0
0.0067275,0,0.58152,0.27538,0.067537,0.023873,0.027488,0,0.019686,0,0,0,0.0025315,0,0,0,0.001384,0.00089196,0,0
0.0074002,0,0.58084,0.27507,0.067494,0.02385,0.027486,0,0.019809,0,0,0,0.0031088,0,0,0,0.0015824,0.00089794,0,0
0.0081403,0,0.58011,0.27471,0.067448,0.023824,0.027484,0,0.019914,0,0,0,0.0037961,0,0,0,0.0018049,0.00090482,0,0
0.0089543,0,0.57953,0.2743,0.067397,0.023794,0.027481,0,0.019892,0,0,0.0001918,0.0044491,0,0,0,0.0020541,0.00091271,0,0
0.0098497,0,0.57889,0.27383,0.067341,0.023761,0.027477,0,0.019817,0,0,0.00049404,0.0051322,0,0,0,0.0023332,0.00092176,0,0
0.010835,0,0.57817,0.27328,0.06728,0.023725,0.027473,0,0.019735,0,0,0.00084131,0.005913,0,0,0,0.0026454,0.00093212,0,0
0.011918,0,0.57735,0.27266,0.067214,0.023684,0.027469,0,0.019642,0,0,0.0012399,0.0068051,0,0,0,0.0029946,0.000944,0,0
0.01311,0,0.57642,0.27194,0.067141,0.023638,0.027464,0,0.01954,0,0,0.0016971,0.0078236,0,0,0,0.0033848,0.00095758,0,0
0.014421,0,0.57536,0.27111,0.067061,0.023587,0.027458,0,0.019426,0,0,0.002221,0.0089859,0,0,0,0.0038205,0.00097312,0,0
0.015863,0,0.57416,0.27016,0.066975,0.02353,0.027451,0,0.0193,0,0,0.002821,0.010311,0,0,0,0.0043068,0.00099087,0,0
0.017449,0,0.57279,0.26907,0.06688,0.023467,0.027444,0,0.019159,0,0,0.0035075,0.011822,0,0,0,0.0048491,0.0010111,0,0
0.019194,0,0.57124,0.26782,0.066777,0.023397,0.027435,0,0.019004,0,0,0.0042925,0.013543,0,0,0,0.0054534,0.0010343,0,0
0.021114,0,0.56948,0.2664,0.066665,0.023319,0.027425,0,0.018832,0,0,0.0051892,0.015501,0,0,0,0.0061263,0.0010606,0,0
0.023225,0,0.56749,0.26477,0.066544,0.023232,0.027414,0,0.018642,0,0,0.0062127,0.017729,0,0,0,0.0068749,0.0010907,0,0
0.025548,0,0.56524,0.26291,0.066413,0.023136,0.027401,0,0.018432,0,0,0.0073795,0.020259,0,0,0,0.007707,0.0011249,0,0
0.028102,0,0.5627,0.26078,0.066271,0.023029,0.027387,0,0.0182,0,0,0.0087085,0.023132,0,0,0,0.008631,0.0011637,0,0
0.030913,0,0.55982,0.25837,0.066118,0.022911,0.02737,0,0.017945,0,0,0.01022,0.026389,0,0,0,0.009656,0.0012078,0,0
0.034004,0,0.55664,0.2557,0.065953,0.02278,0.027352,0,0.017662,0,0,0.011888,0.029977,0,0,0,0.010792,0.0012565,0,0
0.037404,0,0.55324,0.25286,0.065776,0.022636,0.027331,0,0.017345,0,0,0.013661,0.033793,0,0,0,0.012049,0.0013085,0,0
0.041145,0,0.5496,0.24985,0.065585,0.022477,0.027307,0,0.016991,0,0,0.015541,0.037843,0,0,0,0.013438,0.0013638,0,0
0.045259,0,0.54572,0.24667,0.065381,0.022302,0.027281,0,0.016597,0,0,0.017529,0.042129,0,0,0,0.014972,0.0014225,0,0
0.049785,0,0.54158,0.24332,0.065162,0.022109,0.027251,0,0.016158,0,0,0.019626,0.046654,0,0,0,0.016664,0.0014847,0,0
0.054764,0,0.53717,0.23979,0.064928,0.021897,0.027217,0,0.01567,0,0,0.021832,0.051418,0,0,0,0.018525,0.0015504,0,0
0.06024,0,0.53252,0.23609,0.064677,0.021667,0.02718,0,0.015135,0,0,0.024146,0.05642,0,0,0,0.020547,0.0016196,0,0
0.066264,0,0.52763,0.23223,0.064408,0.021425,0.027139,0,0.014568,0,0,0.026564,0.061657,0,0,0,0.022689,0.0016922,0,0
0.07289,0,0.52251,0.22821,0.06412,0.021171,0.027092,0,0.013967,0,0,0.029085,0.067124,0,0,0,0.024952,0.001768,0,0
0.08018,0,0.51718,0.22403,0.063812,0.020906,0.027041,0,0.013333,0,0,0.031704,0.072814,0,0,0,0.027337,0.001847,0,0
0.088197,0,0.51163,0.2197,0.063482,0.020629,0.026984,0,0.012664,0,0,0.034417,0.078721,0,0,0,0.029844,0.0019291,0,0
0.097017,0,0.50587,0.21524,0.063129,0.020341,0.02692,0,0.01196,0,0,0.037217,0.084834,0,0,0,0.032474,0.0020142,0,0
0.10672,0,0.49991,0.21066,0.06275,0.020042,0.026849,0,0.011222,0,0,0.040099,0.091142,0,0,0,0.035227,0.0021022,0,0
0.11739,0,0.49376,0.20596,0.062344,0.019733,0.026771,0,0.010449,0,0,0.043055,0.097633,0,0,0,0.038101,0.0021928,0,0
0.12913,0,0.48744,0.20116,0.061912,0.019415,0.026684,0,0.0096418,0,0,0.046076,0.10429,0,0,0,0.041094,0.0022858,0,0
0.14204,0,0.48097,0.19628,0.06146,0.019088,0.026588,0,0.0087996,0,0,0.049152,0.11108,0,0,0,0.044207,0.0023811,0,0
0.15625,0,0.4744,0.19133,0.060989,0.018764,0.026481,0,0.0079476,0,0,0.052273,0.11798,0,0,0,0.047358,0.0024781,0,0
0.17187,0,0.46775,0.18632,0.060497,0.01844,0.026362,0,0.00708,0,0,0.055431,0.12498,0,0,0,0.050565,0.0025769,0,0
0.18906,0,0.46101,0.18127,0.059983,0.018117,0.026231,0,0.0061915,0,0,0.058616,0.13206,0,0,0,0.053844,0.0026771,0,0
0.20797,0,0.44849,0.1762,0.059447,0.017792,0.026085,0,0.0028449,0,0,0.061332,0.14003,0,0,0,0.065003,0.0027786,0,0
0.22876,0,0.44094,0.17113,0.058889,0.017467,0.025922,0,0.0016186,0,0,0.064487,0.1473,0,0,0,0.069362,0.0028814,0,0
0.25164,0,0.43327,0.16605,0.058308,0.017139,0.025742,0,0.00032372,0,0,0.067636,0.15461,0,0,0,0.073936,0.0029852,0,0
0.2768,0,0.42573,0.161,0.057704,0.016808,0.025541,0,0,0,0,0.070717,0.16179,0,0,0,0.077622,0.0030899,0,0
0.30448,0,0.42122,0.15598,0.057077,0.016475,0.025318,0,0,0,0,0.07412,0.16861,0,0,0,0.077999,0.0031956,0,0
0.33493,0,0.41677,0.15101,0.056427,0.016138,0.025069,0,0,0,0,0.077505,0.17538,0,0,0,0.078392,0.003302,0,0
0.36842,0,0.41155,0.1461,0.055754,0.015799,0.024793,0,0,0,0,0.080769,0.18218,0,0,0,0.079618,0.0033862,5.1495e-05,0
0.40526,0,0.40585,0.14125,0.055059,0.015455,0.024485,0,0,0,0,0.084406,0.18923,0,0,0,0.080046,0.0029457,0.0012772,0
0.44579,0,0.40019,0.13648,0.054343,0.015108,0.024143,0,0,0,0,0.088027,0.19619,0,0,0,0.08047,0.0024757,0.0025709,0
0.49037,0,0.39459,0.13179,0.053606,0.014757,0.02377,0,0,0,0,0.091624,0.20307,0,0,0,0.08089,0.0019779,0.0039275,0
0.53941,0,0.38904,0.1272,0.052851,0.014401,0.023386,0,0,0,0,0.09518,0.20986,0,0,0,0.081305,0.0014659,0.0053143,0
0.59335,0,0.38356,0.12271,0.052077,0.014041,0.022992,0,0,0,0,0.098692,0.21655,0,0,0,0.081715,0.00093954,0.0067313,0
0.65268,0,0.37815,0.11832,0.051287,0.013677,0.022587,0,0,0,0,0.10216,0.22313,0,0,0,0.082118,0.00039886,0.0081782,0
0.71795,0,0.37311,0.11403,0.050482,0.013307,0.022173,0,0,0,0,0.10547,0.22949,0,0,0,0.082628,0,0.0093057,0
0.78975,0,0.36926,0.10986,0.049665,0.012933,0.02175,0,0,0,0,0.10851,0.23541,0,0,0,0.083077,0,0.0095392,0
0.86872,0,0.36556,0.10581,0.048836,0.012565,0.021319,0,0,0,0,0.11149,0.24119,0,0,0,0.083472,0,0.0097693,0
0.95559,0,0.36197,0.10187,0.047998,0.012203,0.020881,0,0,0,0,0.11439,0.24684,0,0,0,0.083853,0,0.0099959,0
1.0512,0,0.35849,0.098041,0.047153,0.011847,0.020442,0,0,0,0,0.11723,0.25236,0,0,0,0.084223,0,0.010218,0
1.1563,0,0.35512,0.094332,0.046302,0.011497,0.02,0,0,0,0,0.11999,0.25774,0,0,0,0.084584,0,0.010436,0
1.2719,0,0.35186,0.09074,0.045448,0.011153,0.019552,0,0,0,0,0.12268,0.26298,0,0,0,0.084936,0,0.010651,0
1.3991,0,0.34871,0.087265,0.044592,0.010815,0.019099,0,0,0,0,0.12529,0.26808,0,0,0,0.08528,0,0.010861,0
1.539,0,0.34569,0.083904,0.043736,0.010484,0.018639,0,0,0,0,0.12784,0.27303,0,0,0,0.085615,0,0.011068,0
1.6929,0,0.34278,0.080656,0.042881,0.010158,0.018172,0,0,0,0,0.13031,0.27784,0,0,0,0.085941,0,0.011271,0
1.8622,0,0.33997,0.07752,0.042029,0.009839,0.017705,0,0,0,0,0.13271,0.2825,0,0,0,0.086259,0,0.01147,0
2.0484,0,0.33728,0.074493,0.041181,0.0095257,0.017239,0,0,0,0,0.13503,0.28702,0,0,0,0.086568,0,0.011664,0
2.2532,0,0.33433,0.071574,0.040339,0.0092185,0.016775,0,0,0,0,0.13724,0.2915,0,0.00030771,0,0.086869,0,0.011854,0
2.4786,0,0.33106,0.06876,0.039503,0.0089173,0.016313,0,0,0,0,0.1393,0.29594,0,0.00099582,0,0.08716,0,0.012039,0
2.7264,0,0.3279,0.066048,0.038676,0.0086223,0.015855,0,0,0,0,0.1413,0.30026,0,0.0016735,0,0.087443,0,0.01222,0
3,0,0.32483,0.063426,0.037854,0.0083324,0.015401,0,0,0,0,0.14325,0.30445,0,0.0023427,0,0.087719,0,0.012396,0
3.3,0,0.32188,0.060912,0.037044,0.0080496,0.014953,0,0,0,0,0.14512,0.30849,0,0.0029983,0,0.087986,0,0.012568,0
3.63,0,0.31902,0.058491,0.036245,0.0077731,0.014512,0,0,0,0,0.14692,0.31241,0,0.0036424,0,0.088245,0,0.012734,0
3.993,0,0.31626,0.056162,0.035456,0.0075029,0.014077,0,0,0,0,0.14867,0.31621,0,0.0042746,0,0.088496,0,0.012896,0
4.3923,0,0.31359,0.053922,0.034679,0.0072389,0.01365,0,0,0,0,0.15036,0.31988,0,0.0048944,0,0.08874,0,0.013054,0
4.8315,0,0.31101,0.051767,0.033914,0.0069814,0.013231,0,0,0,0,0.15198,0.32343,0,0.0055014,0,0.088976,0,0.013207,0
5.3147,0,0.30851,0.049695,0.033161,0.0067302,0.01282,0,0,0,0,0.15356,0.32687,0,0.0060954,0,0.089204,0,0.013355,0
5.8461,0,0.3061,0.047704,0.032421,0.0064854,0.012418,0,0,0,0,0.15507,0.3302,0,0.0066759,0,0.089426,0,0.013499,0
6.4308,0,0.30378,0.04579,0.031693,0.0062472,0.012025,0,0,0,0,0.15653,0.33341,0,0.0072427,0,0.089641,0,0.013638,0
7,0,0.30179,0.044161,0.031061,0.006042,0.011685,0,0,0,0,0.15778,0.33617,0,0.007732,0,0.089825,0,0.013758,0
7.7,0,0.29961,0.042385,0.030357,0.0058158,0.011309,0,0,0,0,0.15915,0.33919,0,0.0082725,0,0.090027,0,0.013889,0
8.47,0,0.2975,0.040678,0.029667,0.0055961,0.010942,0,0,0,0,0.16046,0.34212,0,0.0087985,0,0.090222,0,0.014017,0
9.317,0,0.29546,0.039039,0.02899,0.0053829,0.010586,0,0,0,0,0.16173,0.34495,0,0.00931,0,0.090412,0,0.01414,0
10.249,0,0.2935,0.037464,0.028326,0.0051762,0.010239,0,0,0,0,0.16296,0.34768,0,0.0098067,0,0.090595,0,0.014259,0
11.274,0,0.2916,0.035953,0.027675,0.004976,0.009901,0,0,0,0,0.16413,0.35032,0,0.010289,0,0.090772,0,0.014374,0
12.401,0,0.28977,0.034501,0.027038,0.0047821,0.0095731,0,0,0,0,0.16527,0.35288,0,0.010756,0,0.090944,0,0.014485,0
14,0,0.28749,0.032704,0.026233,0.0045402,0.0091624,0,0,0,0,0.16668,0.35607,0,0.011339,0,0.091158,0,0.014624,0
15.4,0,0.2858,0.031385,0.025627,0.004361,0.0088566,0,0,0,0,0.16772,0.35843,0,0.011772,0,0.091317,0,0.014727,0
16.94,0,0.28417,0.030119,0.025034,0.0041879,0.00856,0,0,0,0,0.16872,0.36072,0,0.01219,0,0.09147,0,0.014826,0
18.634,0,0.2826,0.028903,0.024453,0.0040208,0.0082723,0,0,0,0,0.16969,0.36293,0,0.012595,0,0.091619,0,0.014922,0
20.497,0,0.28108,0.027735,0.023884,0.0038595,0.0079935,0,0,0,0,0.17062,0.36507,0,0.012985,0,0.091763,0,0.015014,0
22.547,0,0.27962,0.026614,0.023328,0.003704,0.0077232,0,0,0,0,0.17151,0.36713,0,0.013361,0,0.091902,0,0.015104,0
24.802,0,0.2782,0.025538,0.022784,0.003554,0.0074615,0,0,0,0,0.17238,0.36913,0,0.013724,0,0.092036,0,0.01519,0
28,0,0.27644,0.024206,0.022098,0.0033678,0.0071347,0,0,0,0,0.17345,0.37163,0,0.014174,0,0.092204,0,0.015297,0
30,0,0.27551,0.023508,0.02173,0.0032697,0.0069615,0,0,0,0,0.17401,0.37295,0,0.014412,0,0.092293,0,0.015354,0
32,0,0.27466,0.022874,0.021391,0.0031806,0.0068033,0,0,0,0,0.17453,0.37416,0,0.014627,0,0.092374,0,0.015405,0
34,0,0.27388,0.022295,0.021077,0.003099,0.006658,0,0,0,0,0.175,0.37526,0,0.014824,0,0.092449,0,0.015453,0
36,0,0.27317,0.021763,0.020786,0.0030239,0.0065239,0,0,0,0,0.17543,0.37629,0,0.015006,0,0.092518,0,0.015496,0
38,0,0.2725,0.021272,0.020514,0.0029545,0.0063995,0,0,0,0,0.17583,0.37724,0,0.015174,0,0.092581,0,0.015537,0
40,0,0.27188,0.020816,0.02026,0.0028901,0.0062836,0,0,0,0,0.1762,0.37812,0,0.015329,0,0.092641,0,0.015574,0
42,0,0.27131,0.020392,0.020021,0.00283,0.0061753,0,0,0,0,0.17655,0.37895,0,0.015474,0,0.092696,0,0.015609,0
44,0,0.27076,0.019995,0.019796,0.0027739,0.0060737,0,0,0,0,0.17688,0.37972,0,0.01561,0,0.092749,0,0.015642,0
46,0,0.27026,0.019624,0.019582,0.0027212,0.0059782,0,0,0,0,0.17718,0.38045,0,0.015737,0,0.092798,0,0.015673,0
48,0,0.26978,0.019275,0.019381,0.0026717,0.0058881,0,0,0,0,0.17747,0.38114,0,0.015856,0,0.092844,0,0.015702,0
50,0,0.26932,0.018946,0.019189,0.002625,0.0058029,0,0,0,0,0.17774,0.38179,0,0.015969,0,0.092888,0,0.01573,0
52,0,0.2689,0.018635,0.019006,0.0025809,0.0057222,0,0,0,0,0.178,0.3824,0,0.016075,0,0.092929,0,0.015756,0
54,0,0.26849,0.01834,0.018833,0.0025391,0.0056455,0,0,0,0,0.17824,0.38299,0,0.016176,0,0.092969,0,0.01578,0
56,0,0.2681,0.018061,0.018666,0.0024995,0.0055726,0,0,0,0,0.17847,0.38355,0,0.016272,0,0.093006,0,0.015804,0
58,0,0.26773,0.017795,0.018507,0.0024617,0.0055031,0,0,0,0,0.17869,0.38408,0,0.016363,0,0.093042,0,0.015826,0
60,0,0.26738,0.017542,0.018355,0.0024258,0.0054367,0,0,0,0,0.1789,0.38459,0,0.016449,0,0.093076,0,0.015847,0
62,0,0.26704,0.017301,0.018209,0.0023915,0.0053733,0,0,0,0,0.1791,0.38507,0,0.016532,0,0.093109,0,0.015868,0
64,0,0.26672,0.017071,0.018068,0.0023588,0.0053125,0,0,0,0,0.17929,0.38554,0,0.01661,0,0.09314,0,0.015887,0
66,0,0.26641,0.01685,0.017933,0.0023275,0.0052543,0,0,0,0,0.17948,0.38598,0,0.016686,0,0.09317,0,0.015906,0
68,0,0.26612,0.016639,0.017803,0.0022975,0.0051983,0,0,0,0,0.17965,0.38641,0,0.016758,0,0.093199,0,0.015923,0
70,0,0.26583,0.016437,0.017677,0.0022687,0.0051446,0,0,0,0,0.17982,0.38683,0,0.016827,0,0.093227,0,0.015941,0
72,0,0.26556,0.016242,0.017556,0.002241,0.0050928,0,0,0,0,0.17998,0.38722,0,0.016894,0,0.093253,0,0.015957,0
74,0,0.2653,0.016055,0.017439,0.0022144,0.005043,0,0,0,0,0.18014,0.3876,0,0.016958,0,0.093279,0,0.015973,0
76,0,0.26504,0.015875,0.017325,0.0021888,0.0049949,0,0,0,0,0.18029,0.38797,0,0.017019,0,0.093304,0,0.015988,0
78,0,0.2648,0.015701,0.017216,0.0021641,0.0049485,0,0,0,0,0.18044,0.38833,0,0.017078,0,0.093328,0,0.016003,0
80,0,0.26456,0.015534,0.01711,0.0021404,0.0049037,0,0,0,0,0.18058,0.38867,0,0.017135,0,0.093351,0,0.016018,0
82,0,0.26433,0.015373,0.017006,0.0021174,0.0048604,0,0,0,0,0.18071,0.38901,0,0.01719,0,0.093373,0,0.016031,0
84,0,0.26411,0.015217,0.016906,0.0020952,0.0048184,0,0,0,0,0.18084,0.38933,0,0.017244,0,0.093395,0,0.016045,0
86,0,0.26389,0.015066,0.016809,0.0020738,0.0047778,0,0,0,0,0.18097,0.38964,0,0.017295,0,0.093416,0,0.016058,0
88,0,0.26368,0.01492,0.016715,0.002053,0.0047384,0,0,0,0,0.18109,0.38995,0,0.017345,0,0.093436,0,0.01607,0
90,0,0.26348,0.014778,0.016623,0.0020329,0.0047003,0,0,0,0,0.18121,0.39024,0,0.017393,0,0.093456,0,0.016082,0
92,0,0.26329,0.014641,0.016534,0.0020135,0.0046632,0,0,0,0,0.18133,0.39053,0,0.01744,0,0.093475,0,0.016094,0
94,0,0.2631,0.014509,0.016447,0.0019946,0.0046272,0,0,0,0,0.18144,0.3908,0,0.017485,0,0.093494,0,0.016105,0
96,0,0.26291,0.01438,0.016362,0.0019763,0.0045922,0,0,0,0,0.18155,0.39107,0,0.017529,0,0.093512,0,0.016117,0
98,0,0.26273,0.014254,0.01628,0.0019585,0.0045582,0,0,0,0,0.18165,0.39134,0,0.017571,0,0.09353,0,0.016127,0
100,0,0.26256,0.014133,0.0162,0.0019412,0.0045251,0,0,0,0,0.18176,0.39159,0,0.017613,0,0.093547,0,0.016138,0
102,0,0.26239,0.014015,0.016121,0.0019244,0.0044929,0,0,0,0,0.18186,0.39184,0,0.017653,0,0.093564,0,0.016148,0
104,0,0.26222,0.0139,0.016044,0.0019081,0.0044615,0,0,0,0,0.18195,0.39208,0,0.017692,0,0.09358,0,0.016158,0
106,0,0.26206,0.013788,0.01597,0.0018922,0.004431,0,0,0,0,0.18205,0.39232,0,0.01773,0,0.093596,0,0.016168,0
108,0,0.2619,0.013679,0.015896,0.0018767,0.0044011,0,0,0,0,0.18214,0.39255,0,0.017767,0,0.093611,0,0.016177,0
110,0,0.26175,0.013573,0.015825,0.0018616,0.0043721,0,0,0,0,0.18223,0.39277,0,0.017803,0,0.093626,0,0.016186,0
112,0,0.2616,0.013469,0.015755,0.001847,0.0043437,0,0,0,0,0.18232,0.39299,0,0.017838,0,0.093641,0,0.016195,0
114,0,0.26145,0.013368,0.015687,0.0018326,0.004316,0,0,0,0,0.1824,0.39321,0,0.017872,0,0.093656,0,0.016204,0
116,0,0.26131,0.01327,0.01562,0.0018187,0.004289,0,0,0,0,0.18249,0.39342,0,0.017906,0,0.09367,0,0.016213,0
118,0,0.26117,0.013174,0.015555,0.001805,0.0042625,0,0,0,0,0.18257,0.39362,0,0.017938,0,0.093683,0,0.016221,0
120,0,0.26103,0.01308,0.01549,0.0017917,0.0042367,0,0,0,0,0.18265,0.39382,0,0.01797,0,0.093697,0,0.016229,0
122,0,0.2609,0.012989,0.015428,0.0017787,0.0042114,0,0,0,0,0.18273,0.39402,0,0.018001,0,0.09371,0,0.016237,0
124,0,0.26077,0.012899,0.015366,0.001766,0.0041867,0,0,0,0,0.1828,0.39421,0,0.018031,0,0.093723,0,0.016245,0
126,0,0.26064,0.012812,0.015306,0.0017536,0.0041626,0,0,0,0,0.18288,0.3944,0,0.018061,0,0.093735,0,0.016253,0
128,0,0.26052,0.012726,0.015247,0.0017415,0.0041389,0,0,0,0,0.18295,0.39458,0,0.01809,0,0.093748,0,0.01626,0
130,0,0.26039,0.012643,0.015189,0.0017296,0.0041157,0,0,0,0,0.18302,0.39476,0,0.018118,0,0.09376,0,0.016267,0
132,0,0.26027,0.012561,0.015132,0.001718,0.004093,0,0,0,0,0.18309,0.39494,0,0.018146,0,0.093772,0,0.016275,0
134,0,0.26011,0.012481,0.015076,0.0017067,0.0040708,0,0,0,0,0.18315,0.39512,0,0.018216,0,0.093783,0,0.016282,0
136,0,0.26004,0.012402,0.015021,0.0016955,0.004049,0,0,0,0,0.18323,0.39528,0,0.0182,0,0.093795,0,0.016288,0
138,0,0.25994,0.012325,0.014967,0.0016846,0.0040276,0,0,0,0,0.1833,0.39544,0,0.018216,0,0.093806,0,0.016295,0
140,0,0.25986,0.01225,0.014914,0.001674,0.0040067,0,0,0,0,0.18337,0.3956,0,0.018216,0,0.093817,0,0.016302,0
142,0,0.25978,0.012176,0.014862,0.0016635,0.0039861,0,0,0,0,0.18343,0.39575,0,0.018216,0,0.093828,0,0.016308,0
144,0,0.2597,0.012104,0.014811,0.0016533,0.0039659,0,0,0,0,0.1835,0.3959,0,0.018216,0,0.093838,0,0.016315,0
146,0,0.25962,0.012033,0.014761,0.0016432,0.0039462,0,0,0,0,0.18356,0.39605,0,0.018216,0,0.093848,0,0.016321,0
148,0,0.25954,0.011964,0.014711,0.0016334,0.0039267,0,0,0,0,0.18363,0.39619,0,0.018216,0,0.093859,0,0.016327,0
150,0,0.25947,0.011895,0.014663,0.0016237,0.0039076,0,0,0,0,0.18369,0.39633,0,0.018216,0,0.093869,0,0.016333,0
152,0,0.25939,0.011829,0.014615,0.0016142,0.0038889,0,0,0,0,0.18375,0.39647,0,0.018216,0,0.093878,0,0.016339,0
154,0,0.25932,0.011763,0.014568,0.0016049,0.0038705,0,0,0,0,0.18381,0.39661,0,0.018216,0,0.093888,0,0.016345,0
156,0,0.25925,0.011698,0.014522,0.0015958,0.0038524,0,0,0,0,0.18387,0.39675,0,0.018216,0,0.093898,0,0.01635,0
158,0,0.25918,0.011635,0.014476,0.0015868,0.0038346,0,0,0,0,0.18393,0.39688,0,0.018216,0,0.093907,0,0.016356,0
160,0,0.25911,0.011573,0.014431,0.001578,0.0038171,0,0,0,0,0.18399,0.39701,0,0.018216,0,0.093916,0,0.016361,0
162,0,0.25904,0.011512,0.014387,0.0015693,0.0038,0,0,0,0,0.18404,0.39714,0,0.018216,0,0.093925,0,0.016367,0
164,0,0.25898,0.011452,0.014344,0.0015608,0.0037831,0,0,0,0,0.1841,0.39726,0,0.018216,0,0.093934,0,0.016372,0
166,0,0.25891,0.011393,0.014301,0.0015525,0.0037664,0,0,0,0,0.18415,0.39739,0,0.018216,0,0.093943,0,0.016377,0
168,0,0.25885,0.011334,0.014259,0.0015443,0.0037501,0,0,0,0,0.18421,0.39751,0,0.018216,0,0.093951,0,0.016383,0
170,0,0.25878,0.011277,0.014217,0.0015362,0.003734,0,0,0,0,0.18426,0.39763,0,0.018216,0,0.09396,0,0.016388,0
172,0,0.25872,0.011221,0.014176,0.0015282,0.0037181,0,0,0,0,0.18431,0.39775,0,0.018216,0,0.093968,0,0.016393,0
174,0,0.25866,0.011166,0.014136,0.0015204,0.0037025,0,0,0,0,0.18436,0.39787,0,0.018216,0,0.093976,0,0.016397,0
176,0,0.2586,0.011112,0.014096,0.0015128,0.0036872,0,0,0,0,0.18441,0.39798,0,0.018216,0,0.093984,0,0.016402,0
178,0,0.25854,0.011058,0.014057,0.0015052,0.0036721,0,0,0,0,0.18446,0.39809,0,0.018216,0,0.093992,0,0.016407,0
180,0,0.25848,0.011006,0.014018,0.0014977,0.0036572,0,0,0,0,0.18451,0.39821,0,0.018216,0,0.094,0,0.016412,0
182,0,0.25842,0.010954,0.01398,0.0014904,0.0036425,0,0,0,0,0.18456,0.39832,0,0.018216,0,0.094008,0,0.016416,0
184,0,0.25836,0.010903,0.013942,0.0014832,0.003628,0,0,0,0,0.1846,0.39842,0,0.018217,0,0.094015,0,0.016421,0
186,0,0.25831,0.010853,0.013905,0.0014761,0.0036138,0,0,0,0,0.18465,0.39853,0,0.018217,0,0.094023,0,0.016425,0
188,0,0.25825,0.010803,0.013869,0.0014691,0.0035997,0,0,0,0,0.1847,0.39864,0,0.018217,0,0.09403,0,0.01643,0
190,0,0.2582,0.010755,0.013832,0.0014622,0.0035859,0,0,0,0,0.18474,0.39874,0,0.018217,0,0.094038,0,0.016434,0
192,0,0.25814,0.010707,0.013797,0.0014555,0.0035723,0,0,0,0,0.18479,0.39884,0,0.018217,0,0.094045,0,0.016438,0
