Time(d),H2O@,C3AFS0.84H4.32,C3FS0.84H4.32,CSHQ-JenD,CSHQ-JenH,CSHQ-TobD,CSHQ-TobH,KSiOH,NaSiOH,ettringite05,Fe-ettringite05,monosulphate1205,Fe-monosulph05,straetlingite,straetlingite7,ettringite,ettringite30,C4AH13,monosulphate12,tricarboalu03,ettringite03_ss,Mg3AlC0.5OH,Mg3FeC0.5OH,M075SH,M15SH,AlOHam,AlOHmic,Gbs,Kln,Gr,C12A7,C2S,C3A,C3S,C4AF,CA,CA2,C2AH7.5,C3AH6,C4AH11,C4AH13-1,C4AH19,CAH10,monosulphate10.5,monosulphate12-1,monosulphate14,monosulphate16,monosulphate9,chabazite,zeoliteP_Ca,straetlingite5.5,monocarbonate9,hemicarbonat10.5,hemicarbonate,hemicarbonate9,monocarbonate,ettringite13,ettringite9,Arg,Cal,C3FH6,C4FH13,C3FS0.84H4.32-1,C3FS1.34H3.32,Fe-hemicarbonate,Femonocarbonate,Dis-Dol,Ord-Dol,Lim,Portlandite,Anh,Gp,hemihydrate,thaumasite,Fe,FeCO3(pr),Sd,Hem,Mag,Fe(OH)3(am),FeOOHmic,Gt,Py,Tro,Melanterite,K2SO4,syngenite,K2O,hydrotalcite,Mgs,Brc,Na2SO4,natrolite,zeoliteX,zeoliteY,Na2O,Sulfur,Qtz,Amor-Sl
0.001,44.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00095247,0.014346,0,0,0,0,0,0,17.293,5.575,66.202,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12097,0,0,0,0,0,0,0,0.37948,0,0,0,3.3984,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,8.8478e-07,0,0.0063876,0,0,0,0,0,0,0,0
0.0011,44.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010481,0.015786,0,0,0,0,0,0,17.291,5.575,66.202,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12485,0,0,0,0,0,0,0,0.37591,0,0,0,3.3984,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,3.8308e-05,0,0.0067092,0,0,0,0,0,0,0,0
0.00121,44.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011743,0.017687,0,0,0,0,0,0,17.289,5.5747,66.202,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13099,0,0,0,0,0,0,0,0.37025,0,0,0,3.3984,0,0,0,0,0,1.5969e-15,2.3153e-15,0,1.6274e-06,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0.00053316,0,0.0072056,0,0,0,0,0,0,0,0
0.001331,44.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013676,0.020598,0,0,0,0,0,0,17.287,5.5742,66.2,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14136,0,0,0,0,0,0,0,0.36069,0,0,0,3.3984,0,0,0,0,0,1.5969e-15,2.3153e-15,0,7.6916e-06,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0.0013502,0,0.0082264,0,0,0,0,0,0,0,0
0.0014641,44.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016298,0.024547,0,0,0,0,0,0,17.285,5.5736,66.197,7.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15592,0,0,0,0,0,0,0,0.34728,0,0,0,3.3985,0,0,0,0,0,1.5969e-15,2.3153e-15,0,1.7862e-05,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0.0023884,0,0.0097942,0,0,0,0,0,0,0,0
0.0016105,44.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019617,0.029547,0,0,0,0,0,0,17.283,5.5728,66.192,7.8599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17469,0,0,0,0,0,0,0,0.32999,0,0,0,3.3985,0,0,0,0,0,1.5969e-15,2.3153e-15,0,3.2156e-05,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0.0036364,0,0.011913,0,0,0,0,0,0,0,0
0.0017716,44.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023685,0.035673,0,0,0,0,0,0,17.28,5.572,66.186,7.8599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19793,0,0,0,0,0,0,0,0.30858,0,0,0,3.3986,0,0,0,0,0,1.5969e-15,2.3153e-15,0,5.0859e-05,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0.005102,0,0.014619,0,0,0,0,0,0,0,0
0.0019487,44.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028576,0.04304,0,0,0,0,0,0,17.277,5.571,66.179,7.8598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22611,0,0,0,0,0,0,0,0.28262,0,0,0,3.3987,0,0,0,0,0,1.5969e-15,2.3153e-15,0,7.4428e-05,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0.0068014,0,0.017975,0,0,0,0,0,0,0,0
0.0021436,44.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034387,0.051793,0,0,0,0,0,0,17.274,5.5698,66.17,7.8597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2598,0,0,0,0,0,0,0,0.25159,0,0,0,3.3988,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0.00010346,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0.008756,0,0.022058,0,0,0,0,0,0,0,0
0.002358,44.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0041236,0.062107,0,0,0,0,0,0,17.27,5.5685,66.159,7.8596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29969,0,0,0,0,0,0,0,0.21484,0,0,0,3.3989,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0.00013868,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0.010992,0,0.026964,0,0,0,0,0,0,0,0
0.0025937,44.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049257,0.074189,0,0,0,0,0,0,17.267,5.567,66.146,7.8595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34662,0,0,0,0,0,0,0,0.17161,0,0,0,3.399,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0.00018093,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0.01354,0,0.032807,0,0,0,0,0,0,0,0
0.0028531,44.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058611,0.088279,0,0,0,0,0,0,17.262,5.5653,66.13,7.8594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40153,0,0,0,0,0,0,0,0.12103,0,0,0,3.3992,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0.00023124,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0.016434,0,0.039718,0,0,0,0,0,0,0,0
0.0031384,44.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069481,0.10465,0,0,0,0,0,0,17.258,5.5634,66.112,7.8592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46552,0,0,0,0,0,0,0,0.062078,0,0,0,3.3994,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0.00029074,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0.019713,0,0.04785,0,0,0,0,0,0,0,0
0.0034523,44.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082075,0.12362,0,0,0,0,0,0,17.253,5.5613,66.09,7.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53291,0,0,0,0,0,0,0,0,0,0,0,3.4055,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0.0003608,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0.023423,0,0.057356,0,0,0,0,0,0,0,0
0.0037975,44.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0096405,0.14522,0,0,0,0,0,0,17.247,5.5588,66.064,7.8588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53295,0,0,0,0,0,0,0,0,0,0,0,3.4759,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0.00044333,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0.027612,0,0.062644,0,0,0,0,0,0,0,0
0.0041773,44.519,0,0,0.0026772,0.021018,0.019475,0.01017,0.00031813,1.1389e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080276,0.12091,0,0,0,0,0,0,17.241,5.5561,66.034,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53296,0,0,0,0,0,0,0,0,0,0,0,3.4931,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0.00053919,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0.032336,0,0.074093,0,0,0,0,0,0,0,0
0.004595,44.503,0,0,0.0067519,0.053007,0.049115,0.025648,0.00080192,1.3605e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050401,0.075913,0,0,0,0,0,0,17.234,5.553,65.999,7.8582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53296,0,0,0,0,0,0,0,0,0,0,0,3.4942,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0.00065093,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0.037658,0,0.096758,0,0,0,0,0,0,0,0
0.0050545,44.484,0,0,0.011445,0.089854,0.083255,0.043475,0.0013584,1.4009e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015964,0.024044,0,0,0,0,0,0,17.227,5.5496,65.958,7.8579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53296,0,0,0,0,0,0,0,0,0,0,0,3.4956,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0.00078079,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0.043647,0,0.12296,0,0,0,0,0,0,0,0
0.0055599,44.452,0,0,0.023826,0.1294,0.1123,0.040571,0.0017902,1.4107e-07,0,0,0,0,0,0,0.027504,0.00671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.218,5.5457,65.91,7.8575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53296,0,0,0,0,0,0,0,0,0,0,0,3.4935,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0.00093136,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0.038226,0,0.13985,0,0,0,0,0,0,0,0
0.0061159,44.394,0,0,0.040691,0.15887,0.13176,0.03422,0.0020879,1.4143e-07,0,0,0,0,0,0,0.13111,0.031991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.209,5.5414,65.855,7.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53296,0,0,0,0,0,0,0,0,0,0,0,3.4533,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0.0011056,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.16078,0,0,0,0,0,0,0,0
0.0067275,44.352,2.115e-06,0.0031869,0.091657,0.18708,0.14664,0.01991,0.0023722,1.4165e-07,0,0,0,0,0,0,0.15032,0.036687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,5.5365,65.791,7.8564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53296,0,0,0.0001678,0,0,0,0,0,0,0,0,3.475,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.16173,0,0,0,0,0,0,0,0
0.0074002,44.306,1.5288e-06,0.0037926,0.16902,0.20216,0.15615,0.012424,0.0026473,1.4181e-07,0,0,0,0,0,0,0.17186,0.04196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.189,5.531,65.718,7.8558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53296,0,0,0.00015933,0,0,0,0,0,0,0,0,3.4968,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.16281,0,0,0,0,0,0,0,0
0.0081403,44.253,1.1769e-06,0.0044741,0.27251,0.20778,0.16217,0.0082254,0.0029196,1.4192e-07,0,0,0,0,0,0,0.19601,0.047874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.177,5.5249,65.633,7.8551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53296,0,0,0.00016569,0,0,0,0,0,0,0,0,3.5153,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.16406,0,0,0,0,0,0,0,0
0.0089543,44.203,1.2687e-06,0.0053986,0.34017,0.23056,0.18107,0.0081638,0.0033224,1.4204e-07,0,0,0,0,0,0,0.22307,0.05449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.164,5.5181,65.534,7.8542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53296,0,0,3.2511e-05,0,0,0,0,0,0,0.032917,0,3.5113,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.16549,0,0,0,0,0,0,0,0
0.0098497,44.155,1.4828e-06,0.0063093,0.3924,0.26596,0.20887,0.0094172,0.0038336,1.4214e-07,0,0,0,0,0,0,0.25337,0.061892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.15,5.5105,65.421,7.8532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53296,0,0,3.1161e-05,0,0,0,0,0,0,0.084787,0,3.4982,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.16713,0,0,0,0,0,0,0,0
0.010835,44.099,1.729e-06,0.0073569,0.4521,0.30642,0.24065,0.01085,0.0044184,1.4222e-07,0,0,0,0,0,0,0.28728,0.070175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.134,5.502,65.291,7.8521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53296,0,0,2.7504e-05,0,0,0,0,0,0,0.14438,0,3.4836,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.16901,0,0,0,0,0,0,0,0
0.011918,44.034,2.0094e-06,0.00855,0.52031,0.35265,0.27695,0.012487,0.005087,1.4227e-07,0,0,0,0,0,0,0.3252,0.079437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.117,5.4925,65.141,7.8509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53296,0,0,3.1447e-05,0,0,0,0,0,0,0.21279,0,3.4673,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.17117,0,0,0,0,0,0,0,0
0.01311,43.962,2.3316e-06,0.0099203,0.59819,0.40543,0.3184,0.014356,0.0058505,1.4231e-07,0,0,0,0,0,0,0.36757,0.089787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.099,5.4819,64.969,7.8494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53296,0,0,3.213e-05,0,0,0,0,0,0,0.29125,0,3.4492,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.17363,0,0,0,0,0,0,0,0
0.014421,43.879,2.7006e-06,0.01149,0.68706,0.46567,0.36571,0.016489,0.0067223,1.4235e-07,0,0,0,0,0,0,0.41489,0.10135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.079,5.47,64.771,7.8477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53296,0,0,3.0646e-05,0,0,0,0,0,0,0.38117,0,3.4291,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.17645,0,0,0,0,0,0,0,0
0.015863,43.785,3.1211e-06,0.013279,0.78841,0.53436,0.41966,0.018921,0.0077169,1.4237e-07,0,0,0,0,0,0,0.4677,0.11425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.056,5.4569,64.544,7.8458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53296,0,0,3.3926e-05,0,0,0,0,0,0,0.48414,0,3.4068,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.17966,0,0,0,0,0,0,0,0
0.017449,43.678,3.6017e-06,0.015324,0.90392,0.61265,0.48114,0.021693,0.0088508,1.4239e-07,0,0,0,0,0,0,0.52659,0.12863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.032,5.4422,64.284,7.8436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53296,0,0,3.4817e-05,0,0,0,0,0,0,0.60196,0,3.382,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.18334,0,0,0,0,0,0,0,0
0.019194,43.557,4.1519e-06,0.017665,1.0355,0.70181,0.55117,0.02485,0.010143,1.424e-07,0,0,0,0,0,0,0.59222,0.14466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.006,5.4259,63.986,7.8412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53296,0,0,2.6065e-05,0,0,0,0,0,0,0.73668,0,3.3546,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.18753,0,0,0,0,0,0,0,0
0.021114,43.42,4.778e-06,0.020329,1.1852,0.8033,0.63087,0.028444,0.011613,1.4241e-07,0,0,0,0,0,0,0.66529,0.16251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.978,5.4078,63.646,7.8383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53296,0,0,1.8104e-05,0,0,0,0,0,0,0.89057,0,3.3243,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.19232,0,0,0,0,0,0,0,0
0.023225,43.265,5.4881e-06,0.02335,1.3555,0.91872,0.72152,0.032531,0.013285,1.4242e-07,0,0,0,0,0,0,0.74659,0.18237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.947,5.3877,63.256,7.8351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53296,0,0,1.6916e-05,0,0,0,0,0,0,1.0662,0,3.2907,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.19776,0,0,0,0,0,0,0,0
0.025548,43.089,6.2949e-06,0.026783,1.549,1.0499,0.8245,0.037174,0.015185,1.4243e-07,0,0,0,0,0,0,0.83695,0.20445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.913,5.3654,62.811,7.8315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53296,0,0,1.3346e-05,0,0,0,0,0,0,1.2665,0,3.2536,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.20396,0,0,0,0,0,0,0,0
0.028102,42.89,7.2087e-06,0.030671,1.7686,1.1987,0.94141,0.042445,0.017341,1.4243e-07,0,0,0,0,0,0,0.93729,0.22896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.877,5.3407,62.304,7.8273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53296,0,0,1.3945e-05,0,0,0,0,0,0,1.4945,0,3.2127,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.211,0,0,0,0,0,0,0,0
0.030913,42.666,8.244e-06,0.035076,2.0177,1.3675,1.074,0.048421,0.019784,1.4244e-07,0,0,0,0,0,0,1.0486,0.25615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.838,5.3133,61.727,7.8226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53297,0,0,1.1723e-05,0,0,0,0,0,0,1.754,0,3.1676,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.219,0,0,0,0,0,0,0,0
0.034004,42.419,9.4148e-06,0.040058,2.292,1.5534,1.22,0.055005,0.022472,1.4244e-07,0,0,0,0,0,0,1.1719,0.28627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.796,5.283,61.089,7.8173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53297,0,0,6.2924e-06,0,0,0,0,0,0,2.0402,0,3.1177,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.22783,0,0,0,0,0,0,0,0
0.037404,42.156,1.0735e-05,0.045676,2.5838,1.7512,1.3753,0.062007,0.02533,1.4244e-07,0,0,0,0,0,0,1.3085,0.31962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.751,5.2495,60.411,7.8113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53297,0,0,5.5629e-06,0,0,0,0,0,0,2.3444,0,3.0618,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.23725,0,0,0,0,0,0,0,0
0.041145,41.875,1.2223e-05,0.052009,2.8934,1.961,1.5401,0.069438,0.028365,1.4244e-07,0,0,0,0,0,0,1.4594,0.35648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.703,5.2126,59.692,7.8046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53297,0,0,1.3667e-07,0,0,0,0,0,0,2.6671,0,2.9993,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.24728,0,0,0,0,0,0,0,0
0.045259,41.575,1.3895e-05,0.059123,3.2211,2.1832,1.7146,0.077303,0.031581,1.4244e-07,0,0,0,0,0,0,1.626,0.39718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.651,5.172,58.932,7.797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53297,0,0,2.8483e-08,0,0,0,0,0,0,3.0083,0,2.9297,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.25793,0,0,0,0,0,0,0,0
0.049785,41.255,1.5771e-05,0.067107,3.5671,2.4176,1.8987,0.085606,0.034981,1.4244e-07,0,0,0,0,0,0,1.8096,0.44203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.595,5.1272,58.131,7.7885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53297,0,0,9.8902e-10,0,0,0,0,0,0,3.3683,0,2.8522,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.2692,0,0,0,0,0,0,0,0
0.054764,40.915,1.7873e-05,0.076049,3.9314,2.6645,2.0926,0.094347,0.038569,1.4244e-07,0,0,0,0,0,0,2.0117,0.4914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.535,5.0781,57.289,7.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53297,0,0,8.8721e-10,0,0,0,0,0,0,3.7469,0,2.766,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.28112,0,0,0,0,0,0,0,0
0.06024,40.556,2.0222e-05,0.086042,4.3138,2.9237,2.2962,0.10352,0.042345,1.4244e-07,0,0,0,0,0,0,2.2314,0.54506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.471,5.0248,56.405,7.7683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53297,0,0,5.4314e-10,0,0,0,0,0,0,4.1439,0,2.6717,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.29367,0,0,0,0,0,0,0,0
0.066264,40.179,2.2841e-05,0.09719,4.7142,3.1951,2.5093,0.11313,0.046306,1.4244e-07,0,0,0,0,0,0,2.464,0.60188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.403,4.9687,55.482,7.7565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53297,0,0,4.6795e-10,0,0,0,0,0,0,4.559,0,2.5716,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.30682,0,0,0,0,0,0,0,0
0.07289,39.786,2.5761e-05,0.10961,5.1322,3.4783,2.7318,0.12316,0.050451,1.4244e-07,0,0,0,0,0,0,2.7097,0.6619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.33,4.9099,54.521,7.7432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53297,0,0,2.4706e-10,0,0,0,0,0,0,4.9916,0,2.4656,0,0,0,0,0,1.5969e-15,2.3153e-15,0,0,8.8852e-16,1.1998e-15,8.7912e-16,0,0,0,0,0,0,0.32057,0,0,0,0,0,0,0,0
