Time(d),H2O@,C3AFS0.84H4.32,C3FS0.84H4.32,CSHQ-JenD,CSHQ-JenH,CSHQ-TobD,CSHQ-TobH,KSiOH,NaSiOH,ettringite05,Fe-ettringite05,monosulphate1205,Fe-monosulph05,straetlingite,straetlingite7,ettringite,ettringite30,C4AH13,monosulphate12,tricarboalu03,ettringite03_ss,Mg3AlC0.5OH,Mg3FeC0.5OH,M075SH,M15SH,AlOHam,AlOHmic,Gbs,Kln,Gr,C12A7,C2S,C3A,C3S,C4AF,CA,CA2,C2AH7.5,C3AH6,C4AH11,C4AH13-1,C4AH19,CAH10,monosulphate10.5,monosulphate12-1,monosulphate14,monosulphate16,monosulphate9,chabazite,zeoliteP_Ca,straetlingite5.5,monocarbonate9,hemicarbonat10.5,hemicarbonate,hemicarbonate9,monocarbonate,ettringite13,ettringite9,Arg,Cal,C3FH6,C4FH13,C3FS0.84H4.32-1,C3FS1.34H3.32,Fe-hemicarbonate,Femonocarbonate,Dis-Dol,Ord-Dol,Lim,Portlandite,Anh,Gp,hemihydrate,thaumasite,Fe,FeCO3(pr),Sd,Hem,Mag,Fe(OH)3(am),FeOOHmic,Gt,Py,Tro,Melanterite,K2SO4,syngenite,K2O,hydrotalcite,Mgs,Brc,Na2SO4,natrolite,zeoliteX,zeoliteY,Na2O,Sulfur,Qtz,Amor-Sl
568,19.337,11.287,0.70979,31.164,21.044,16.588,0.74515,0.48976,1.4245e-07,0,0,0,0,0,0,10.278,2.5139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6847,0.20782,1.6058,0.68631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0271,0,0,0,0,0,0,0,0,0,0,0,0,0,32.359,0,0,0,0,0,0,0,0,0,0,0,8.8852e-16,0,0,0,0,0,0,2.5905,0,0,0,0,0,0,0,0,0,0
570,19.336,11.29,0.70947,31.166,21.046,16.589,0.7452,0.48981,1.4245e-07,0,0,0,0,0,0,10.279,2.5139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6824,0.20749,1.6034,0.68542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0271,0,0,0,0,0,0,0,0,0,0,0,0,0,32.36,0,0,0,0,0,0,0,0,0,0,0,8.8852e-16,0,0,0,0,0,0,2.5907,0,0,0,0,0,0,0,0,0,0
572,19.335,11.292,0.70916,31.168,21.047,16.59,0.74524,0.48986,1.4245e-07,0,0,0,0,0,0,10.279,2.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,0.20716,1.601,0.68454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0271,0,0,0,0,0,0,0,0,0,0,0,0,0,32.362,0,0,0,0,0,0,0,0,0,0,0,8.8852e-16,0,0,0,0,0,0,2.5908,0,0,0,0,0,0,0,0,0,0
574,19.334,11.294,0.70884,31.17,21.048,16.591,0.74529,0.48991,1.4245e-07,0,0,0,0,0,0,10.279,2.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6777,0.20684,1.5986,0.68366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0271,0,0,0,0,0,0,0,0,0,0,0,0,0,32.364,0,0,0,0,0,0,0,0,0,0,0,8.8852e-16,0,0,0,0,0,0,2.591,0,0,0,0,0,0,0,0,0,0
576,19.333,11.296,0.70853,31.171,21.049,16.592,0.74533,0.48996,1.4245e-07,0,0,0,0,0,0,10.279,2.5141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6754,0.20651,1.5962,0.68278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0271,0,0,0,0,0,0,0,0,0,0,0,0,0,32.365,0,0,0,0,0,0,0,0,0,0,0,8.8852e-16,0,0,0,0,0,0,2.5911,0,0,0,0,0,0,0,0,0,0
578,19.332,11.298,0.70822,31.173,21.051,16.593,0.74537,0.49001,1.4245e-07,0,0,0,0,0,0,10.279,2.5141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6731,0.20619,1.5938,0.68191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0271,0,0,0,0,0,0,0,0,0,0,0,0,0,32.367,0,0,0,0,0,0,0,0,0,0,0,8.8852e-16,0,0,0,0,0,0,2.5912,0,0,0,0,0,0,0,0,0,0
580,19.331,11.3,0.70791,31.175,21.052,16.594,0.74542,0.49006,1.4245e-07,0,0,0,0,0,0,10.28,2.5141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6708,0.20587,1.5914,0.68105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0271,0,0,0,0,0,0,0,0,0,0,0,0,0,32.369,0,0,0,0,0,0,0,0,0,0,0,8.8852e-16,0,0,0,0,0,0,2.5914,0,0,0,0,0,0,0,0,0,0
582,19.33,11.302,0.7076,31.177,21.053,16.595,0.74546,0.49011,1.4245e-07,0,0,0,0,0,0,10.28,2.5142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6685,0.20555,1.5891,0.68019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0271,0,0,0,0,0,0,0,0,0,0,0,0,0,32.37,0,0,0,0,0,0,0,0,0,0,0,8.8852e-16,0,0,0,0,0,0,2.5915,0,0,0,0,0,0,0,0,0,0
584,19.329,11.304,0.70729,31.179,21.054,16.596,0.7455,0.49015,1.4245e-07,0,0,0,0,0,0,10.28,2.5142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6662,0.20524,1.5867,0.67933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0271,0,0,0,0,0,0,0,0,0,0,0,0,0,32.372,0,0,0,0,0,0,0,0,0,0,0,8.8852e-16,0,0,0,0,0,0,2.5917,0,0,0,0,0,0,0,0,0,0
586,19.328,11.306,0.70699,31.18,21.055,16.597,0.74555,0.4902,1.4245e-07,0,0,0,0,0,0,10.28,2.5143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.664,0.20492,1.5844,0.67847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0271,0,0,0,0,0,0,0,0,0,0,0,0,0,32.373,0,0,0,0,0,0,0,0,0,0,0,8.8852e-16,0,0,0,0,0,0,2.5918,0,0,0,0,0,0,0,0,0,0
588,19.327,11.308,0.70668,31.182,21.057,16.598,0.74559,0.49025,1.4245e-07,0,0,0,0,0,0,10.28,2.5143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6617,0.20461,1.5821,0.67762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0271,0,0,0,0,0,0,0,0,0,0,0,0,0,32.375,0,0,0,0,0,0,0,0,0,0,0,8.8852e-16,0,0,0,0,0,0,2.592,0,0,0,0,0,0,0,0,0,0
590,19.326,11.311,0.70638,31.184,21.058,16.599,0.74563,0.4903,1.4245e-07,0,0,0,0,0,0,10.28,2.5144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6595,0.20429,1.5797,0.67678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0271,0,0,0,0,0,0,0,0,0,0,0,0,0,32.377,0,0,0,0,0,0,0,0,0,0,0,8.8852e-16,0,0,0,0,0,0,2.5921,0,0,0,0,0,0,0,0,0,0
592,19.326,11.313,0.70608,31.186,21.059,16.6,0.74567,0.49035,1.4245e-07,0,0,0,0,0,0,10.281,2.5144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6572,0.20398,1.5774,0.67593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0271,0,0,0,0,0,0,0,0,0,0,0,0,0,32.378,0,0,0,0,0,0,0,0,0,0,0,8.8852e-16,0,0,0,0,0,0,2.5922,0,0,0,0,0,0,0,0,0,0
594,19.325,11.315,0.70578,31.188,21.06,16.601,0.74571,0.49039,1.4245e-07,0,0,0,0,0,0,10.281,2.5145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.655,0.20367,1.5752,0.6751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0271,0,0,0,0,0,0,0,0,0,0,0,0,0,32.38,0,0,0,0,0,0,0,0,0,0,0,8.8852e-16,0,0,0,0,0,0,2.5924,0,0,0,0,0,0,0,0,0,0
596,19.324,11.317,0.70548,31.189,21.061,16.602,0.74576,0.49044,1.4245e-07,0,0,0,0,0,0,10.281,2.5145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6528,0.20337,1.5729,0.67426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0271,0,0,0,0,0,0,0,0,0,0,0,0,0,32.381,0,0,0,0,0,0,0,0,0,0,0,8.8852e-16,0,0,0,0,0,0,2.5925,0,0,0,0,0,0,0,0,0,0
598,19.323,11.319,0.70519,31.191,21.063,16.602,0.7458,0.49049,1.4245e-07,0,0,0,0,0,0,10.281,2.5145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6505,0.20306,1.5706,0.67343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0271,0,0,0,0,0,0,0,0,0,0,0,0,0,32.383,0,0,0,0,0,0,0,0,0,0,0,8.8852e-16,0,0,0,0,0,0,2.5927,0,0,0,0,0,0,0,0,0,0
600,19.322,11.321,0.70489,31.193,21.064,16.603,0.74584,0.49054,1.4245e-07,0,0,0,0,0,0,10.281,2.5146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6483,0.20275,1.5683,0.6726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0271,0,0,0,0,0,0,0,0,0,0,0,0,0,32.385,0,0,0,0,0,0,0,0,0,0,0,8.8852e-16,0,0,0,0,0,0,2.5928,0,0,0,0,0,0,0,0,0,0
